city,feature_group,lag_months,n_features,mean_abs_pearson_corr,median_abs_pearson_corr,max_abs_pearson_corr,top_feature,top_feature_pearson_corr,top_feature_abs_pearson_corr
iq,reanalysis,3,10,0.087815769752537,0.09240998018609732,0.20176510887705187,reanalysis_max_air_temp_k,0.20176510887705187,0.20176510887705187
iq,reanalysis,4,10,0.14225563562307272,0.15858893212201466,0.22349671481636874,reanalysis_sat_precip_amt_mm,-0.22349671481636874,0.22349671481636874
iq,reanalysis,5,10,0.14127455371748113,0.1433726322135097,0.26030606741782,reanalysis_sat_precip_amt_mm,-0.26030606741782,0.26030606741782
iq,reanalysis,6,10,0.14133546057844165,0.15695474256970204,0.22007687554606278,reanalysis_min_air_temp_k,-0.22007687554606278,0.22007687554606278
iq,reanalysis,7,10,0.1331509667969345,0.1306736059022295,0.26465211982877124,reanalysis_air_temp_k,-0.26465211982877124,0.26465211982877124
iq,reanalysis,8,10,0.16868804805596932,0.16566466847840666,0.3280196920789278,reanalysis_max_air_temp_k,-0.3280196920789278,0.3280196920789278
iq,reanalysis,9,10,0.22454892402008433,0.2176669071033937,0.31312717979895116,reanalysis_tdtr_k,-0.31312717979895116,0.31312717979895116
iq,reanalysis,10,10,0.21487398957156004,0.26194264010288026,0.29869254841103465,reanalysis_tdtr_k,-0.29869254841103465,0.29869254841103465
iq,reanalysis,11,10,0.20785691628048936,0.20801719478062142,0.34611575454465987,reanalysis_min_air_temp_k,0.34611575454465987,0.34611575454465987
iq,reanalysis,12,10,0.22134084644572036,0.22052880566159772,0.3439515144294622,reanalysis_min_air_temp_k,0.3439515144294622,0.3439515144294622
iq,reanalysis,13,10,0.172483720338855,0.19444509252906217,0.2895046666276787,reanalysis_avg_temp_k,0.2895046666276787,0.2895046666276787
iq,reanalysis,14,10,0.1616987314910165,0.15934692816127793,0.31479630521620233,reanalysis_avg_temp_k,0.31479630521620233,0.31479630521620233
iq,station,0,5,0.17217714925628438,0.14773538741540315,0.3289818675986162,station_min_temp_c,0.3289818675986162,0.3289818675986162
iq,station,1,5,0.1601023620644755,0.17791881339845805,0.22365578458817714,station_min_temp_c,0.22365578458817714,0.22365578458817714
iq,station,2,5,0.09609869154226373,0.09129022833395595,0.155229112732244,station_avg_temp_c,0.155229112732244,0.155229112732244
iq,station,3,5,0.03629842322353022,0.043172461003863495,0.06054045607828833,station_min_temp_c,-0.06054045607828833,0.06054045607828833
iq,station,4,5,0.14462991557717006,0.14279851084690834,0.24058343773683738,station_min_temp_c,-0.24058343773683738,0.24058343773683738
iq,station,5,5,0.1933339066355897,0.2079546790476995,0.3155553454552242,station_min_temp_c,-0.3155553454552242,0.3155553454552242
iq,station,6,5,0.21610846952391202,0.25979466900063536,0.3577403712824715,station_avg_temp_c,-0.3577403712824715,0.3577403712824715
iq,station,7,5,0.24578231594293096,0.3189070331729642,0.3564799771878972,station_avg_temp_c,-0.3564799771878972,0.3564799771878972
iq,station,8,5,0.16687026489630918,0.17585011075577886,0.3216143435174952,station_max_temp_c,-0.3216143435174952,0.3216143435174952
iq,station,9,5,0.163642080037225,0.17046413532033616,0.2968429870479078,station_diur_temp_rng_c,-0.2968429870479078,0.2968429870479078
iq,station,10,5,0.17580493585154142,0.16915581442352734,0.2718404741600085,station_diur_temp_rng_c,-0.2718404741600085,0.2718404741600085
iq,station,11,5,0.204644425662201,0.18215746047753173,0.3380072947081035,station_min_temp_c,0.3380072947081035,0.3380072947081035
iq,station,12,5,0.20817125262802544,0.2689791678164247,0.30189696849001324,station_min_temp_c,0.30189696849001324,0.30189696849001324
iq,station,13,5,0.16119406403326172,0.17228524804344858,0.24952333985389782,station_min_temp_c,0.24952333985389782,0.24952333985389782
iq,station,14,5,0.09535320461604756,0.09700337011242971,0.15207493624960175,station_max_temp_c,0.15207493624960175,0.15207493624960175
sj,ndvi,0,4,0.08140029266164782,0.07556000838842798,0.11861754223001748,ndvi_ne,0.11861754223001748,0.11861754223001748
sj,ndvi,1,4,0.07880229405028864,0.07951970984000327,0.09708057731706322,ndvi_se,-0.09708057731706322,0.09708057731706322
sj,ndvi,2,4,0.07384530873414114,0.08718864974605049,0.1193364860008844,ndvi_se,-0.1193364860008844,0.1193364860008844
sj,ndvi,3,4,0.10951701264491753,0.10576081624139078,0.1549029312467941,ndvi_se,-0.1549029312467941,0.1549029312467941
sj,ndvi,4,4,0.10650065681625412,0.09314788822033823,0.17439469501760607,ndvi_se,-0.17439469501760607,0.17439469501760607
sj,ndvi,5,4,0.09835114133085937,0.08128410346014361,0.15145120224299227,ndvi_se,-0.15145120224299227,0.15145120224299227
sj,ndvi,6,4,0.08893738926767161,0.08913060134856521,0.11949708023601564,ndvi_ne,0.11949708023601564,0.11949708023601564
sj,ndvi,7,4,0.06968512482370831,0.05291019245228598,0.16532318578144564,ndvi_ne,0.16532318578144564,0.16532318578144564
sj,ndvi,8,4,0.08379775432768174,0.05851002184587114,0.2054174783964518,ndvi_ne,0.2054174783964518,0.2054174783964518
sj,ndvi,9,4,0.05965570310393373,0.04223982030364176,0.14510612997523278,ndvi_ne,0.14510612997523278,0.14510612997523278
sj,ndvi,10,4,0.04538563543790071,0.04423778618716043,0.07824667219945532,ndvi_ne,0.07824667219945532,0.07824667219945532
sj,ndvi,11,4,0.05064528454636357,0.06014106263784037,0.0741852327627653,ndvi_ne,0.0741852327627653,0.0741852327627653
sj,ndvi,12,4,0.05447188752120211,0.06336890630529851,0.09101512685428273,ndvi_nw,0.09101512685428273,0.09101512685428273
sj,ndvi,13,4,0.06736723183742001,0.058418575559804835,0.14240587301164928,ndvi_nw,0.14240587301164928,0.14240587301164928
sj,ndvi,14,4,0.0827530921731374,0.06848778085137615,0.1899077205770617,ndvi_nw,0.1899077205770617,0.1899077205770617
sj,precipitation,0,1,0.13546349515856396,0.13546349515856396,0.13546349515856396,precipitation_amt_mm,0.13546349515856396,0.13546349515856396
sj,precipitation,1,1,0.1271788884835111,0.1271788884835111,0.1271788884835111,precipitation_amt_mm,0.1271788884835111,0.1271788884835111
sj,precipitation,2,1,0.10273137665911342,0.10273137665911342,0.10273137665911342,precipitation_amt_mm,0.10273137665911342,0.10273137665911342
sj,precipitation,3,1,0.05976784175226406,0.05976784175226406,0.05976784175226406,precipitation_amt_mm,0.05976784175226406,0.05976784175226406
sj,precipitation,4,1,0.010521037405627246,0.010521037405627246,0.010521037405627246,precipitation_amt_mm,-0.010521037405627246,0.010521037405627246
sj,precipitation,5,1,0.1178367374799161,0.1178367374799161,0.1178367374799161,precipitation_amt_mm,-0.1178367374799161,0.1178367374799161
sj,precipitation,6,1,0.20700965551981027,0.20700965551981027,0.20700965551981027,precipitation_amt_mm,-0.20700965551981027,0.20700965551981027
sj,precipitation,7,1,0.3218297693882419,0.3218297693882419,0.3218297693882419,precipitation_amt_mm,-0.3218297693882419,0.3218297693882419
sj,precipitation,8,1,0.34103821528886624,0.34103821528886624,0.34103821528886624,precipitation_amt_mm,-0.34103821528886624,0.34103821528886624
sj,precipitation,9,1,0.28278710275047797,0.28278710275047797,0.28278710275047797,precipitation_amt_mm,-0.28278710275047797,0.28278710275047797
sj,precipitation,10,1,0.19715532503752695,0.19715532503752695,0.19715532503752695,precipitation_amt_mm,-0.19715532503752695,0.19715532503752695
sj,precipitation,11,1,0.09188292694523734,0.09188292694523734,0.09188292694523734,precipitation_amt_mm,-0.09188292694523734,0.09188292694523734
sj,precipitation,12,1,0.03246336991131051,0.03246336991131051,0.03246336991131051,precipitation_amt_mm,0.03246336991131051,0.03246336991131051
sj,precipitation,13,1,0.06693103058803702,0.06693103058803702,0.06693103058803702,precipitation_amt_mm,0.06693103058803702,0.06693103058803702
sj,precipitation,14,1,0.0681882237021072,0.0681882237021072,0.0681882237021072,precipitation_amt_mm,0.0681882237021072,0.0681882237021072
sj,reanalysis,0,10,0.18372530360101597,0.19301362318726134,0.21875524771009777,reanalysis_specific_humidity_g_per_kg,0.21875524771009777,0.21875524771009777
sj,reanalysis,1,10,0.2394467727249554,0.2843224018275593,0.3042584125252366,reanalysis_specific_humidity_g_per_kg,0.3042584125252366,0.3042584125252366
sj,reanalysis,2,10,0.24349704696350374,0.3075504406839529,0.32400382723685434,reanalysis_min_air_temp_k,0.32400382723685434,0.32400382723685434
sj,reanalysis,3,10,0.19154487542874804,0.24703677846110061,0.2643340888245205,reanalysis_min_air_temp_k,0.2643340888245205,0.2643340888245205
sj,reanalysis,4,10,0.09939155760162026,0.12785482245125196,0.14642547060998007,reanalysis_max_air_temp_k,0.14642547060998007,0.14642547060998007
sj,reanalysis,5,10,0.042372805319282544,0.03129200708144286,0.1178367374799161,reanalysis_sat_precip_amt_mm,-0.1178367374799161,0.1178367374799161
sj,reanalysis,6,10,0.17212659305854247,0.20510615364278395,0.22662769502589558,reanalysis_air_temp_k,-0.22662769502589558,0.22662769502589558
sj,reanalysis,7,10,0.2667740329354916,0.320648773879448,0.33243990934186607,reanalysis_air_temp_k,-0.33243990934186607,0.33243990934186607
sj,reanalysis,8,10,0.2942912299112824,0.3439308781317152,0.359608366441468,reanalysis_max_air_temp_k,-0.359608366441468,0.359608366441468
sj,reanalysis,9,10,0.24801905786247813,0.28396432381196035,0.31068595303574914,reanalysis_max_air_temp_k,-0.31068595303574914,0.31068595303574914
sj,reanalysis,10,10,0.13448980151410922,0.14870833298080152,0.19715532503752695,reanalysis_sat_precip_amt_mm,-0.19715532503752695,0.19715532503752695
sj,reanalysis,11,10,0.060356680327593594,0.03861815134604288,0.1977774924952343,reanalysis_tdtr_k,-0.1977774924952343,0.1977774924952343
sj,reanalysis,12,10,0.16799731586436506,0.19024362404305775,0.21193334986190648,reanalysis_precip_amt_kg_per_m2,0.21193334986190648,0.21193334986190648
sj,reanalysis,13,10,0.23396365338789366,0.25330108034429155,0.2932684220974285,reanalysis_specific_humidity_g_per_kg,0.2932684220974285,0.2932684220974285
sj,reanalysis,14,10,0.24202706254051165,0.2557961486038135,0.3194344934364167,reanalysis_relative_humidity_percent,0.3194344934364167,0.3194344934364167
sj,station,0,5,0.1545876511888458,0.19918146873572445,0.21770320470535925,station_max_temp_c,0.21770320470535925,0.21770320470535925
sj,station,1,5,0.21492568029861295,0.31506748518373057,0.34709443656878014,station_min_temp_c,0.34709443656878014,0.34709443656878014
sj,station,2,5,0.23169224543629435,0.36204510265958545,0.39763335681266176,station_min_temp_c,0.39763335681266176,0.39763335681266176
sj,station,3,5,0.2273052555510075,0.3589481053778767,0.36434790060338695,station_avg_temp_c,0.36434790060338695,0.36434790060338695
sj,station,4,5,0.2028680416147342,0.24347354446836195,0.3091595846852114,station_max_temp_c,0.3091595846852114,0.3091595846852114
sj,station,5,5,0.15397041661283034,0.153186852708601,0.22061329966706944,station_diur_temp_rng_c,0.22061329966706944,0.22061329966706944
sj,station,6,5,0.13424495624523075,0.1342841282230926,0.2572495301681578,station_diur_temp_rng_c,0.2572495301681578,0.2572495301681578
sj,station,7,5,0.23583504511469533,0.24579969771664492,0.3020134602185186,station_diur_temp_rng_c,0.3020134602185186,0.3020134602185186
sj,station,8,5,0.2706900938003166,0.2494113079124976,0.33710585861815756,station_min_temp_c,-0.33710585861815756,0.33710585861815756
sj,station,9,5,0.23612397226179666,0.25439052885000496,0.3113517480431185,station_min_temp_c,-0.3113517480431185,0.3113517480431185
sj,station,10,5,0.14663479133312468,0.1414640543494952,0.18910917287617937,station_min_temp_c,-0.18910917287617937,0.18910917287617937
sj,station,11,5,0.033043351752580656,0.016426399442189626,0.08832281345108696,station_diur_temp_rng_c,0.08832281345108696,0.08832281345108696
sj,station,12,5,0.12044493448223706,0.14148801445030443,0.18528612471310169,station_avg_temp_c,0.18528612471310169,0.18528612471310169
sj,station,13,5,0.18741314002990025,0.24220024206831545,0.311029563170553,station_avg_temp_c,0.311029563170553,0.311029563170553
sj,station,14,5,0.2078508987829506,0.2925199256602148,0.36430691060597736,station_avg_temp_c,0.36430691060597736,0.36430691060597736
