city,month_start,year,month,weeks_in_month,total_cases,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
iq,2001-06-01,2001,6,4,1,0.2442625,0.2161024,0.21248926,0.225810725,228.74,295.755,296.9125,293.25535714275,305.375,290.7,140.96,87.749642857125,228.74,14.837500000025,9.6892857142975,26.649166666675,10.5429166666625,33.225,19.35,95.0
iq,2001-07-01,2001,7,5,0,0.28731476,0.2315319,0.22734000000000001,0.30050952,225.73000000000002,296.6534285716,298.08000000000004,293.7502857144,306.84000000000003,290.9,106.30000000000001,86.09314285714001,225.73000000000002,15.26457142856,10.565714285708001,26.900666666680003,10.932666666680001,33.5,20.02,165.29999999999998
iq,2001-08-01,2001,8,4,0,0.23793925000000002,0.226096425,0.23224645,0.27059285,62.69,298.5310714285,300.0625,292.7885714285,309.6,291.925,47.2,72.871071428575,62.69,14.409285714275,13.2392857143,27.25625,12.142916666675,34.075,19.45,111.35
iq,2001-09-01,2001,9,4,0,0.32584820000000003,0.30598215,0.2833107,0.36020715,173.53,298.50678571425,300.2428571425,294.480357143,310.525,291.79999999999995,146.84,81.08571428569999,173.53,16.023571428575,13.050000000025,27.38125,12.0875,34.475,20.35,159.2
iq,2001-10-01,2001,10,5,0,0.28004808,0.27944095999999996,0.28441714,0.36200904,360.74,299.188,300.5542857142,294.9417142858,311.12,292.18,254.92000000000002,80.15000000002,360.74,16.55314285714,11.897142857148001,28.032999999999998,12.139,35.96,20.94,369.2
iq,2001-11-01,2001,11,4,2,0.316667875,0.3003399,0.30737142500000003,0.36996487499999997,209.71,298.75928571425,300.11250000025,296.23964285725003,309.925,293.775,433.74,88.174999999975,209.71,17.874999999975,9.260714285715,27.943333333325,11.111666666675,34.475,21.225,122.2
iq,2001-12-01,2001,12,4,8,0.29305555,0.256038475,0.27910792500000003,0.295735725,329.75,298.45071428575,299.71071428575,297.05107142825,307.575,294.575,426.98,93.41535714285,329.75,18.7925,7.6357142857125,27.6725,10.190000000000001,34.175,21.3,181.1
iq,2002-01-01,2002,1,5,66,0.24460977,0.23582478,0.26191763999999995,0.25321525,338.19,298.55942857160005,299.5657142856,295.3651428572,307.32,293.28000000000003,183.03,84.838,338.19,16.92514285714,8.982857142866,27.991333333340002,11.129999999999999,34.58,21.56,195.6
iq,2002-02-01,2002,2,4,47,0.18047202499999998,0.174661925,0.1649250125,0.223321425,226.65,297.12964285725,298.3,296.1032142855,304.85,293.725,353.89,94.821785714275,226.65,17.6707142857,6.6071428571425,27.04875,9.9575,33.325,20.775,194.8
iq,2002-03-01,2002,3,4,32,0.25153095,0.239495825,0.241178575,0.267147,306.4,297.81428571425,299.1410714285,296.46392857175,306.85,294.075,427.3,93.4057142857,306.4,18.07,7.5392857142875,26.9625,11.43125,33.95,20.975,183.2
iq,2002-04-01,2002,4,5,59,0.23489171999999997,0.22168858,0.20364858,0.25231144,385.12,297.3588571428,298.4099999998,296.4514285712,304.24,293.94,508.6,95.34657142856,385.12,18.05828571428,6.574285714286001,27.09000000001,10.9225,33.06,20.84,121.45
iq,2002-05-01,2002,5,4,50,0.182407125,0.16010835,0.20400355,0.203160725,240.88,297.18678571425,298.33928571425,296.2403571425,305.04999999999995,293.0,250.57,95.26392857145,240.88,17.79392857145,7.3214285714275,27.097916666674998,10.7875,33.099999999999994,20.925,724.4999999999999
iq,2002-06-01,2002,6,4,27,0.27679522500000003,0.247458325,0.22768215,0.293328575,184.72,296.53499999999997,297.619642857,294.34035714275,305.7,290.825,95.65,89.09857142855,184.72,15.9242857143,9.7892857142975,26.870833333325,10.6666666666575,33.475,19.7,67.1
iq,2002-07-01,2002,7,5,29,0.20702401999999998,0.19158476200000002,0.1960057,0.207342832,227.46,296.19971428580004,297.3400000002,293.2237142856,306.88,290.06,58.94,85.28771428572,227.46,14.748571428579998,10.245714285702,26.46166666666,10.37466666666,32.480000000000004,19.98,135.1
iq,2002-08-01,2002,8,4,27,0.332810425,0.29193145,0.28544105,0.332605975,94.66,297.42428571425,298.67500000025,292.669642857,308.95,290.07500000000005,23.45,77.359285714275,94.66,14.286428571425,13.349999999975001,27.5249999999875,11.9687499999875,34.325,20.625,101.79999999999998
iq,2002-09-01,2002,9,4,65,0.27548870000000003,0.27045712499999996,0.2949107,0.27139285,157.26,299.49250000025,300.76071428575,293.60714285675,311.075,291.8,58.2,73.61892857145,157.26,15.233571428575,13.792857142875,28.108333333325,12.152083333324999,35.45,20.875,194.60000000000002
iq,2002-10-01,2002,10,5,121,0.28129856,0.24501286000000003,0.27952572,0.2573381,301.87,298.50371428560004,299.97857142860005,295.38457142839997,308.88,292.94,174.3,85.20942857141999,301.87,17.02485714286,10.894285714274,28.27,11.63333333332,35.32000000000001,21.96,360.40000000000003
iq,2002-11-01,2002,11,4,82,0.276379775,0.26086725,0.2509512,0.2702274,308.67,297.60714285725,298.85,296.7035714285,307.125,293.54999999999995,358.25,95.392142857125,308.67,18.34357142855,7.442857142855,27.837500000000002,10.2875,33.725,21.925,370.7
iq,2002-12-01,2002,12,4,99,0.2356143,0.178885725,0.26904285,0.233003575,262.16999999999996,297.97499999999997,299.20892857125,296.53321428575,306.475,294.275,159.09,92.632857142875,262.16999999999996,18.151785714275,7.6964285714275,28.02625,9.6425,33.875,22.75,265.1
iq,2003-01-01,2003,1,5,24,0.30116,0.25464478,0.2867943,0.31247144,238.24,298.31857142859997,299.6828571426,295.346285714,308.02,292.41999999999996,104.86,85.86771428572,238.24,16.89742857144,10.062857142846,28.476666666659998,10.45,34.46,22.5,367.4
iq,2003-02-01,2003,2,4,12,0.23225535,0.1717476175,0.18043035000000002,0.196045825,284.21999999999997,297.93035714300004,299.17142857125,296.135357143,306.25,293.025,304.0,91.2235714286,284.21999999999997,17.733214285724998,8.371428571425,27.70625,9.081249999999999,33.6,22.75,219.7
iq,2003-03-01,2003,3,4,11,0.18281787500000002,0.20596425000000002,0.184757125,0.20079645000000002,314.33,297.6814285715,299.02321428575,296.3339285715,307.375,293.6,727.79,93.465714285725,314.33,17.938214285725,7.9892857142875,28.2625,10.575,35.15,22.375,241.20000000000002
iq,2003-04-01,2003,4,5,1,0.2957543,0.25905714,0.22966858,0.27751144,361.88,297.51828571420003,298.64,296.5305714286,305.64,293.47999999999996,479.0,95.02028571427999,361.88,18.14714285716,6.919999999998,27.911,9.379666666666001,33.94,22.48,391.8
iq,2003-05-01,2003,5,4,4,0.21881430000000002,0.1751125,0.2207381,0.210446425,412.43,296.22607142875,297.2535714285,295.34678571425,304.225,291.975,303.15999999999997,95.64714285715,412.43,16.860714285725,7.0,27.629166666675,8.934166666667501,33.4,22.525,648.9
iq,2003-06-01,2003,6,4,15,0.26562497500000004,0.245766075,0.246674975,0.23835715000000002,305.0,296.2060714285,297.169642857,295.1914285715,303.97499999999997,292.45,146.16,94.866071428575,305.0,16.6957142857,7.0107142857174995,27.34375,9.475,33.2,21.925,313.0
iq,2003-07-01,2003,7,5,11,0.22585142,0.16453856,0.21710288000000003,0.22945427999999998,207.15,296.4340000002,297.77428571419995,293.3737142856,306.34000000000003,290.15999999999997,101.5,85.2937142857,207.15,14.93428571428,10.06857142858,26.86000000002,9.895,32.980000000000004,19.82,183.6
iq,2003-08-01,2003,8,4,0,0.291578575,0.230110125,0.26464645,0.286710725,216.64000000000001,297.5596428575,298.83749999975,293.90214285725,307.475,291.325,80.63,82.364285714275,216.64000000000001,15.40714285715,11.060714285700001,27.75,11.3125,34.25,21.1,310.0
iq,2003-09-01,2003,9,4,5,0.33265,0.27617202500000004,0.262392825,0.32834284999999996,201.54,297.82642857125,298.90892857150004,293.579642857,309.55,290.575,208.06,80.15214285715,201.54,15.242142857125,11.4178571428325,27.57916666665,11.608333333325,34.55,19.525,173.4
iq,2003-10-01,2003,10,5,7,0.26297716000000004,0.23466238,0.25405714,0.26158572,229.04999999999998,298.8868571428,300.2914285716,295.97257142859996,309.3,293.21999999999997,377.7,86.26914285716,229.04999999999998,17.586285714280002,10.674285714282,28.156666666659998,10.75666666666,35.12,22.1,297.2
iq,2003-11-01,2003,11,4,9,0.312721425,0.29460355,0.299284525,0.335025,341.12,298.60178571425,299.9607142855,296.160357143,308.675,293.075,213.89999999999998,88.27857142857499,341.12,17.832857142875,9.542857142865,28.075,10.299999999992501,35.05,21.775,529.3
iq,2003-12-01,2003,12,4,15,0.309179,0.254365675,0.271107525,0.28238375,295.22,297.8667857145,299.14464285725,296.50214285724996,306.725,294.175,404.44,93.323214285675,295.22,18.13964285715,7.625,28.191666666675,10.479166666674999,34.3,22.225,437.9
iq,2004-01-01,2004,1,5,24,0.26669028,0.2755942,0.24259828,0.26737372,239.855,298.51542857140004,299.7150000001,295.70799999999997,306.3,294.15999999999997,207.79,87.208,239.855,17.34457142858,8.618571428585,28.23166666665,10.245000000001,34.43,22.39,386.84999999999997
iq,2004-02-01,2004,2,4,13,0.239492875,0.225083325,0.21005715,0.23614287499999997,202.13,298.53428571425,300.02678571425,295.40500000024997,308.775,293.725,160.23,85.106071428575,202.13,16.975,10.03214285714,27.797916666675,10.314583333325,34.9,21.5,65.0
iq,2004-03-01,2004,3,4,10,0.30235592499999997,0.261544275,0.222861075,0.285323225,390.34000000000003,297.489642857,298.6714285715,296.43821428575,305.375,293.4,277.47,94.6792857143,390.34000000000003,18.0475,7.4571428571425,28.3375,10.275,34.075,22.525,432.9
iq,2004-04-01,2004,4,5,26,0.27850514,0.23264764,0.2130614,0.25210096,389.72,297.628,298.64714285720004,296.8217142858,305.08000000000004,293.68,502.65999999999997,95.87142857143999,389.72,18.470571428579998,6.3,27.856666666659997,9.656666666674,33.6,22.36,231.0
iq,2004-05-01,2004,5,4,24,0.1862536,0.134192265,0.18440475,0.16251965000000002,327.62,297.280357143,298.46250000025,295.97107142875,305.97499999999997,292.35,227.62,93.5539285714,327.62,17.54785714285,8.3035714285725,27.064583333325,8.5458333333325,33.45,21.125,513.9
iq,2004-06-01,2004,6,4,27,0.229333325,0.174173225,0.182653575,0.211285725,301.37,296.04499999974996,297.051785714,294.81321428575,303.575,291.925,138.92000000000002,93.596785714275,301.37,16.2710714286,7.3535714285700005,26.31875,8.8854166666675,32.55,20.2,432.6
iq,2004-07-01,2004,7,5,38,0.25688858,0.2710162,0.22979428,0.24495714,318.15999999999997,296.6199999998,298.00285714299997,294.7365714284,305.38,291.7,147.17000000000002,90.83771428572,318.15999999999997,16.21657142858,9.640000000002,26.39666666666667,9.293333333333333,32.2,20.94,353.4
iq,2004-08-01,2004,8,4,23,0.2861,0.27063215,0.224210725,0.305389275,114.9,297.5025,299.09821428575003,293.33892857125,308.25,290.1,39.1,80.15214285715,114.9,14.889285714275001,12.789285714275,26.766666666666666,9.383333333333335,32.537499999999994,20.1,56.1
iq,2004-09-01,2004,9,5,54,0.27993712,0.25471316,0.22020286000000003,0.27762714,364.90999999999997,298.34971428560004,299.96857142839997,295.4965714288,309.06,293.18,214.01,86.16942857142001,364.90999999999997,17.04142857142,11.039999999994,27.66333333334,10.92,33.9,20.98,365.8
iq,2004-10-01,2004,10,4,51,0.290742875,0.2253274,0.31155715,0.289103575,227.14000000000001,298.37392857149996,299.71785714275,296.0960714285,308.65,292.75,163.1,88.98035714285,227.14000000000001,17.702499999975,10.6642857142775,27.65625,10.43125,34.725,21.425,251.4
iq,2004-11-01,2004,11,4,110,0.301189875,0.250439275,0.234285725,0.292139275,312.37,298.51250000025,299.73214285725,296.445,307.2,293.475,204.5,90.26107142855,312.37,18.095,9.035714285715,27.95,10.6525,34.925,22.325,470.0
iq,2004-12-01,2004,12,4,238,0.287844225,0.249698825,0.270431725,0.28238569999999996,282.44,298.51749999975,299.7267857145,296.63071428575,307.525,294.1,195.62,90.775357142875,282.44,18.3032142857,8.9749999999925,28.053125,9.86875,33.8625,22.525,303.0
iq,2005-01-01,2005,1,5,39,0.33388198,0.27884286,0.31053267,0.29959714,340.735,298.7652857145,300.27071428560004,296.7738571428,307.88,293.83000000000004,272.46,90.45557142857999,340.735,18.45914285715,9.464285714274999,28.556666666679995,10.30666666668,34.25,22.580000000000002,588.85
iq,2005-02-01,2005,2,4,32,0.193503575,0.187666075,0.22855715,0.18663570000000002,313.9,298.03428571425,299.24285714300004,296.66678571425,305.975,294.6,332.76,93.182499999975,313.9,18.339999999975,7.342857142855,28.035416666674998,9.9645833333325,33.925,22.075,509.19999999999993
iq,2005-03-01,2005,3,4,37,0.229036925,0.200291675,0.18703215,0.217228575,471.64,297.95,299.14642857175,296.66892857150003,305.475,294.15,300.40999999999997,93.5439285714,471.64,18.306071428575,7.5000000000025,27.871666666675,8.6775,33.949999999999996,22.925,282.5
iq,2005-04-01,2005,4,5,47,0.26002332,0.22537569999999998,0.26379334,0.23835617999999997,298.96000000000004,297.62885714280003,298.62142857140003,296.7782857144,305.88,293.7,458.79999999999995,95.61714285714,298.96000000000004,18.430571428580002,6.9,28.29,10.040000000000001,33.76,22.259999999999998,268.7
iq,2005-05-01,2005,5,4,29,0.24421664999999998,0.225245825,0.2068738,0.21458095,181.72,298.13821428575,299.2785714285,296.26857142849997,306.125,293.625,189.19,90.70214285715,181.72,17.8714285714,8.4642857142975,27.1875,9.487499999999999,33.725,22.0,174.8
iq,2005-06-01,2005,6,4,17,0.2746107,0.245296425,0.270526775,0.25134287499999997,257.9,297.7432142855,298.91071428575003,295.4675,305.925,292.92499999999995,125.93,88.73892857142499,257.9,16.995357142875,9.05,27.341666666675,9.37083333333375,33.099999999999994,21.825,261.3
iq,2005-07-01,2005,7,5,26,0.27559144,0.22043333999999998,0.24798762000000002,0.28049714,246.2,297.2734285716,298.48999999999995,293.4745714288,307.58000000000004,289.74,83.41,82.07771428572,246.2,15.05914285714,11.44857142858,26.076666666660003,9.799999999994,33.7,19.34,371.1
iq,2005-08-01,2005,8,4,14,0.301778575,0.27644285,0.27926785,0.27649999999999997,125.64000000000001,298.795357143,300.04285714325,293.35000000025,309.35,292.425,32.45,74.735,125.64000000000001,14.94714285715,12.171428571425,27.215625,12.00625,33.4,19.15,233.2
iq,2005-09-01,2005,9,4,0,0.3040643,0.242606525,0.268941075,0.282335725,71.01,298.905357143,300.039285714,294.2846428575,308.57500000000005,292.775,64.2,77.98607142854999,71.01,15.807500000025,11.5928571428675,26.28333333335,11.24166666665,34.75,19.8625,120.4
iq,2005-10-01,2005,10,5,16,0.35636332,0.32617572,0.32962002,0.3415,318.53,299.4891428574,300.8785714286,294.72142857160003,311.56,293.2,125.78,77.70171428574,318.53,16.29285714284,11.951428571432,28.669999999999998,12.77,36.239999999999995,21.4,672.65
iq,2005-11-01,2005,11,4,28,0.32659285,0.27019285,0.301282125,0.325639275,256.72,298.945357143,300.5696428575,296.86392857149997,308.575,294.5,302.18,90.016785714275,256.72,18.575357142875,9.489285714282499,28.0624999999875,10.418750000000001,34.6,21.85,255.6
iq,2005-12-01,2005,12,4,26,0.26385447500000003,0.21440475,0.2607887,0.27544285,336.93,298.8082142855,300.19642857125,296.912142857,306.85,295.1,267.01,90.69035714284999,336.93,18.6325,8.37857142857,28.191666666675,11.3375,34.175,22.1,219.1
iq,2006-01-01,2006,1,5,92,0.2217162,0.18654144,0.20089617999999998,0.21147904,429.99,298.2782857144,299.5857142858,295.6568571428,306.82,294.03999999999996,377.7,87.67771428569999,429.99,17.316,8.988571428574,27.537,9.995,33.8,21.46,709.4
iq,2006-02-01,2006,2,4,111,0.320185725,0.20419465,0.25070355,0.26506785,173.83,297.70214285725,298.88035714299997,296.19535714275,305.1,293.5,236.18,92.569285714275,173.83,17.810000000000002,7.3464285714225,28.1225,9.30375,33.6,22.65,220.3
iq,2006-03-01,2006,3,4,55,0.27107265,0.22566475,0.251445225,0.20976367499999998,416.43,297.9010714285,299.19285714275,296.712142857,305.375,294.2,309.81,94.024999999975,416.43,18.353928571425,7.2000000000025,27.702083333325,9.2541666666675,33.05,22.299999999999997,232.9
iq,2006-04-01,2006,4,5,48,0.26486428,0.2321657,0.22926666,0.2303962,383.0,297.71028571420004,298.8757142858,296.3177142856,306.08000000000004,293.41999999999996,337.63,93.06428571428,383.0,17.94000000002,7.831428571428001,27.78666666666,9.476666666674001,33.519999999999996,21.6,326.9
iq,2006-05-01,2006,5,4,26,0.246014275,0.18429642499999999,0.23198215,0.23645712500000002,285.23,296.96535714275,298.15178571399997,293.92571428575,305.975,290.35,121.41,85.538571428575,285.23,15.627857142849999,9.57499999999,26.204166666675,9.108333333325,32.825,21.325,470.9
iq,2006-06-01,2006,6,4,9,0.20836643249999998,0.17507095,0.261500625,0.1864668,366.82,296.7957142855,297.9625,294.81964285724996,306.2,290.85,131.04,90.416785714275,366.82,16.32035714285,9.1607142857025,26.625,10.145833333332499,32.95,20.65,409.8
iq,2006-07-01,2006,7,5,10,0.33219712,0.27948382,0.33124000000000003,0.28785192,122.48,297.1645714284,298.4428571428,293.6922857144,306.74,291.08000000000004,79.98,83.21085714286001,122.48,15.22228571428,10.571428571446,26.830000000000002,10.653,33.239999999999995,20.1,191.4
iq,2006-08-01,2006,8,4,10,0.30147857499999997,0.244440175,0.265046425,0.289749975,173.09,298.09857142875,299.80714285725,294.7425,308.47499999999997,292.7,96.25,83.904285714275,173.09,16.2739285714,11.25,27.447916666675,11.139583333325,34.075,20.224999999999998,177.2
iq,2006-09-01,2006,9,4,11,0.2995844,0.312131575,0.26688449999999997,0.3110881,352.4,298.67214285725,300.06785714275,294.14071428575,310.05,291.675,83.74000000000001,78.917857142875,352.4,15.696785714275,12.492857142875,27.550833333325002,11.20416666665,34.275,20.025,285.7
iq,2006-10-01,2006,10,5,25,0.35715906,0.26520782,0.33744572,0.33491192000000003,396.52,299.3271428572,300.7157142858,296.415142857,308.96000000000004,293.96,209.22,86.05342857144,396.52,18.06942857142,10.808571428558,28.29733333334,11.504,34.8,21.560000000000002,445.9
iq,2006-11-01,2006,11,4,31,0.3287893,0.2432357,0.316553575,0.2943,277.99,298.82357142875003,300.1964285715,296.974642857,307.35,294.65,259.36,90.94142857145,277.99,18.697857142849998,8.6357142857175,27.920833333325,9.99583333335,33.775,22.175,413.6
iq,2006-12-01,2006,12,4,8,0.32596867500000004,0.25425975,0.315966675,0.337766075,444.45,298.30964285725,299.54821428575,297.16857142875,306.2,294.275,299.5,94.325,444.45,18.91,7.6535714285625005,27.825,8.6458333333325,33.825,23.2375,270.3
iq,2007-01-01,2007,1,5,35,0.20667762,0.19593236,0.19105142,0.2259657,423.06,297.5077142856,298.65714285720003,296.618857143,305.58000000000004,294.06,531.78,95.38914285711999,423.06,18.237142857160002,7.142857142858,27.325,8.929,33.12,22.18,583.1
iq,2007-02-01,2007,2,4,37,0.258453575,0.253763075,0.2347893,0.291411325,157.25,299.2814285715,300.69642857175,294.5939285715,309.45,292.67499999999995,60.68,78.591428571425,157.25,16.236785714299998,11.671428571425,28.6875,12.658333333325,36.025,21.349999999999998,99.19999999999999
iq,2007-03-01,2007,3,4,21,0.242807025,0.2416262,0.2316643,0.2502893,416.01,297.48035714275,298.67321428575,296.267142857,305.55,293.15,396.15,93.82892857145,416.01,17.869285714275,7.475000000002501,27.6375,10.0625,33.65,21.7,662.1
iq,2007-04-01,2007,4,5,30,0.19995762,0.17711998,0.23430856000000003,0.23587142,550.85,297.3745714286,298.3685714286,296.414,304.8,293.04,541.76,95.01285714283999,550.85,18.01914285714,7.1085714285720005,27.48,8.940000000000001,33.8,21.8,631.6999999999999
iq,2007-05-01,2007,5,4,28,0.19577856,0.1681857175,0.196507125,0.21894284,275.17,296.47821428599997,297.6535714285,295.05357142875,306.275,290.45,237.7,92.750714285725,275.17,16.67964285715,9.2071428571425,27.2875,9.770833333325,33.15,19.925,377.9
iq,2007-06-01,2007,6,4,10,0.217682125,0.2093732,0.232656525,0.20756070000000001,184.13,296.55035714275,297.95357142849997,295.07714285725,304.85,291.975,157.48,92.478928571425,184.13,16.5425,8.6428571428575,26.40833333335,8.8958333333325,31.9,20.75,149.6
iq,2007-07-01,2007,7,5,21,0.31739334,0.33080286000000003,0.29505141999999995,0.36769144000000004,145.45,296.9274285716,298.1771428572,293.679142857,306.02,290.41999999999996,91.1,84.48714285712,145.45,15.23514285714,10.937142857134,26.156666666659998,9.725000000006,32.64,19.5,176.95
iq,2007-08-01,2007,8,4,13,0.290766675,0.2778476,0.275075,0.30146785,111.87,298.84107142849996,300.1375,293.525357143,309.175,292.3,40.49,76.161428571425,111.87,15.11357142855,11.860714285697501,26.8875,11.5,33.45,19.575,128.9
iq,2007-09-01,2007,9,4,20,0.27873095000000003,0.290621425,0.28932857500000003,0.349339275,244.14,298.46642857175004,300.15535714275,295.495,308.2,293.125,127.62,85.58535714285,244.14,17.001071428575,11.5607142857025,27.058333333325,10.264583333325,33.5,21.25,238.3
iq,2007-10-01,2007,10,5,37,0.31989999999999996,0.28316620000000003,0.30454572,0.32796,308.9,298.42057142839997,299.97857142860005,296.252,308.4,294.02,333.41,89.47485714286,308.9,17.8662857143,9.52857142857,27.939999999999998,10.856666666668,34.2,21.56,336.4
iq,2007-11-01,2007,11,4,29,0.226499275,0.20524105,0.206457125,0.224503575,360.98,298.2935714285,299.5,296.80857142875,307.0,294.4,343.66999999999996,92.785357142875,360.98,18.5160714286,7.714285714285,27.53,9.623333333325,33.474999999999994,22.075,506.5
iq,2007-12-01,2007,12,4,84,0.270551175,0.26017025,0.23770277499999998,0.277780575,356.25,298.0875,299.2125,296.48285714275,306.2,294.05,252.33999999999997,91.98821428572501,356.25,18.133571428575,7.8321428571425,28.01875,9.5,33.05,22.375,454.50000000000006
iq,2008-01-01,2008,1,5,186,0.29091094,0.26951858,0.2603743,0.30511714,400.35,297.8025714286,298.97285714299994,296.044,305.64,293.76,307.36,91.40885714286,400.35,17.66657142856,7.894285714290001,27.314999999999998,9.085000000001,32.94,22.119999999999997,463.45
iq,2008-02-01,2008,2,4,111,0.24746252500000002,0.203998825,0.199075025,0.233703575,309.92,297.83,298.99464285675,295.88535714299996,305.2,293.825,235.95,90.7839285714,309.92,17.479642857125,7.8249999999925,27.329166666675,9.5708333333325,33.025,21.775,257.2
iq,2008-03-01,2008,3,4,41,0.218479775,0.212141675,0.18573214999999998,0.23222142499999998,460.88,297.40535714275,298.72857142875,295.71107142875,305.525,293.175,215.13,91.4417857143,460.88,17.26857142855,7.935714285715,26.72625,8.24500000000125,32.475,22.175,567.6
iq,2008-04-01,2008,4,5,14,0.237876654,0.2587657,0.249539998,0.24953142,342.36,297.5022857142,298.647142857,296.30942857139996,305.04,293.41999999999996,349.33,93.97457142856,342.36,17.92085714286,7.471428571426,27.49666666668,8.36,33.06,21.9,252.3
iq,2008-05-01,2008,5,4,4,0.169002375,0.21297344999999998,0.167439275,0.165732125,198.31,295.9589285715,296.73035714275,294.88571428575,304.1,291.15,259.24,94.3275,198.31,16.406071428575,6.517857142855,26.579166666675,8.7291666666675,31.799999999999997,20.425,158.4
iq,2008-06-01,2008,6,4,2,0.227500025,0.21888392499999998,0.2276643,0.2341,244.42000000000002,296.44714285725,297.40535714275,295.05714285700003,304.85,291.35,205.57999999999998,93.11214285715,244.42000000000002,16.561785714275,7.6035714285700005,26.835714285714285,8.026785714285714,31.37857142857143,19.3,193.3
iq,2008-07-01,2008,7,5,12,0.2745762,0.23057618,0.26996812000000003,0.25775906,159.83,296.5514285716,297.7014285714,294.4977142856,305.94,290.74,130.79000000000002,90.01228571428001,159.83,15.992857142880002,9.105714285716001,26.66742857142857,9.68657142857143,32.37714285714286,20.84,100.0
iq,2008-08-01,2008,8,4,17,0.308014275,0.327159525,0.307721425,0.3423893,129.56,298.08178571425003,299.38035714275,295.09107142875,308.4,292.45,253.04,86.147142857125,129.56,16.638928571424998,10.84642857143,27.783333333325,12.483333333325,35.675,19.475,81.0
