city,feature_group,feature,window_months,rolling_stat,rolling_feature_name,n_pairs,pearson_corr,abs_pearson_corr
iq,ndvi,ndvi_sw,3,mean,ndvi_sw_rolling_3_month_mean,120,0.11349740575891769,0.11349740575891769
iq,ndvi,ndvi_sw,4,mean,ndvi_sw_rolling_4_month_mean,120,0.18402856880369253,0.18402856880369253
iq,ndvi,ndvi_sw,5,mean,ndvi_sw_rolling_5_month_mean,120,0.24220798359311374,0.24220798359311374
iq,ndvi,ndvi_sw,6,mean,ndvi_sw_rolling_6_month_mean,120,0.2568073551769962,0.2568073551769962
iq,ndvi,ndvi_sw,7,mean,ndvi_sw_rolling_7_month_mean,120,0.26944315908798,0.26944315908798
iq,ndvi,ndvi_sw,8,mean,ndvi_sw_rolling_8_month_mean,120,0.22151878287897853,0.22151878287897853
iq,ndvi,ndvi_sw,9,mean,ndvi_sw_rolling_9_month_mean,120,0.1758439148593883,0.1758439148593883
iq,ndvi,ndvi_sw,10,mean,ndvi_sw_rolling_10_month_mean,120,0.14966489657438892,0.14966489657438892
iq,ndvi,ndvi_sw,11,mean,ndvi_sw_rolling_11_month_mean,120,0.11192359240697206,0.11192359240697206
iq,ndvi,ndvi_sw,12,mean,ndvi_sw_rolling_12_month_mean,120,0.10431447414695054,0.10431447414695054
iq,ndvi,ndvi_sw,13,mean,ndvi_sw_rolling_13_month_mean,120,0.1770618078027637,0.1770618078027637
iq,ndvi,ndvi_sw,14,mean,ndvi_sw_rolling_14_month_mean,120,0.27222169818642095,0.27222169818642095
iq,precipitation,precipitation_amt_mm,1,mean,precipitation_amt_mm_rolling_1_month_mean,120,0.18743593479444773,0.18743593479444773
iq,precipitation,precipitation_amt_mm,2,mean,precipitation_amt_mm_rolling_2_month_mean,120,0.21708351219151492,0.21708351219151492
iq,precipitation,precipitation_amt_mm,3,mean,precipitation_amt_mm_rolling_3_month_mean,120,0.1372015614947925,0.1372015614947925
iq,precipitation,precipitation_amt_mm,4,mean,precipitation_amt_mm_rolling_4_month_mean,120,0.07542048089629758,0.07542048089629758
iq,precipitation,precipitation_amt_mm,5,mean,precipitation_amt_mm_rolling_5_month_mean,120,-0.007966343847646395,0.007966343847646395
iq,precipitation,precipitation_amt_mm,6,mean,precipitation_amt_mm_rolling_6_month_mean,120,-0.09023809741803053,0.09023809741803053
iq,precipitation,precipitation_amt_mm,7,mean,precipitation_amt_mm_rolling_7_month_mean,120,-0.128274687201231,0.128274687201231
iq,precipitation,precipitation_amt_mm,8,mean,precipitation_amt_mm_rolling_8_month_mean,120,-0.11733622449412957,0.11733622449412957
iq,precipitation,precipitation_amt_mm,9,mean,precipitation_amt_mm_rolling_9_month_mean,120,-0.08763731924259982,0.08763731924259982
iq,precipitation,precipitation_amt_mm,10,mean,precipitation_amt_mm_rolling_10_month_mean,120,0.003944805037490128,0.003944805037490128
iq,precipitation,precipitation_amt_mm,11,mean,precipitation_amt_mm_rolling_11_month_mean,120,0.10420747763793844,0.10420747763793844
iq,precipitation,precipitation_amt_mm,12,mean,precipitation_amt_mm_rolling_12_month_mean,120,0.17571478298751061,0.17571478298751061
iq,precipitation,precipitation_amt_mm,13,mean,precipitation_amt_mm_rolling_13_month_mean,120,0.2475488877272012,0.2475488877272012
iq,precipitation,precipitation_amt_mm,14,mean,precipitation_amt_mm_rolling_14_month_mean,120,0.276055708994862,0.276055708994862
iq,reanalysis,reanalysis_air_temp_k,1,mean,reanalysis_air_temp_k_rolling_1_month_mean,120,0.13601235493013167,0.13601235493013167
iq,reanalysis,reanalysis_air_temp_k,2,mean,reanalysis_air_temp_k_rolling_2_month_mean,120,0.178629237743942,0.178629237743942
iq,reanalysis,reanalysis_air_temp_k,3,mean,reanalysis_air_temp_k_rolling_3_month_mean,120,0.21121820670902644,0.21121820670902644
iq,reanalysis,reanalysis_air_temp_k,4,mean,reanalysis_air_temp_k_rolling_4_month_mean,120,0.22079266636988104,0.22079266636988104
iq,reanalysis,reanalysis_air_temp_k,5,mean,reanalysis_air_temp_k_rolling_5_month_mean,120,0.1964863711671854,0.1964863711671854
iq,reanalysis,reanalysis_air_temp_k,6,mean,reanalysis_air_temp_k_rolling_6_month_mean,120,0.1610566584258404,0.1610566584258404
iq,reanalysis,reanalysis_air_temp_k,7,mean,reanalysis_air_temp_k_rolling_7_month_mean,120,0.10517067916323554,0.10517067916323554
iq,reanalysis,reanalysis_air_temp_k,8,mean,reanalysis_air_temp_k_rolling_8_month_mean,120,0.03707290232374244,0.03707290232374244
iq,reanalysis,reanalysis_air_temp_k,9,mean,reanalysis_air_temp_k_rolling_9_month_mean,120,-0.02399566059312901,0.02399566059312901
iq,reanalysis,reanalysis_air_temp_k,10,mean,reanalysis_air_temp_k_rolling_10_month_mean,120,-0.06664956620407136,0.06664956620407136
iq,reanalysis,reanalysis_air_temp_k,11,mean,reanalysis_air_temp_k_rolling_11_month_mean,120,-0.07307581408468664,0.07307581408468664
iq,reanalysis,reanalysis_air_temp_k,12,mean,reanalysis_air_temp_k_rolling_12_month_mean,120,-0.04664764413970762,0.04664764413970762
iq,reanalysis,reanalysis_air_temp_k,13,mean,reanalysis_air_temp_k_rolling_13_month_mean,120,-0.013049790161843837,0.013049790161843837
iq,reanalysis,reanalysis_air_temp_k,14,mean,reanalysis_air_temp_k_rolling_14_month_mean,120,0.04244632232779336,0.04244632232779336
iq,reanalysis,reanalysis_avg_temp_k,1,mean,reanalysis_avg_temp_k_rolling_1_month_mean,120,0.11638831422100099,0.11638831422100099
iq,reanalysis,reanalysis_avg_temp_k,2,mean,reanalysis_avg_temp_k_rolling_2_month_mean,120,0.15752583331690728,0.15752583331690728
iq,reanalysis,reanalysis_avg_temp_k,3,mean,reanalysis_avg_temp_k_rolling_3_month_mean,120,0.19686606894427996,0.19686606894427996
iq,reanalysis,reanalysis_avg_temp_k,4,mean,reanalysis_avg_temp_k_rolling_4_month_mean,120,0.2156567289376443,0.2156567289376443
iq,reanalysis,reanalysis_avg_temp_k,5,mean,reanalysis_avg_temp_k_rolling_5_month_mean,120,0.19699418005166133,0.19699418005166133
iq,reanalysis,reanalysis_avg_temp_k,6,mean,reanalysis_avg_temp_k_rolling_6_month_mean,120,0.161608168209798,0.161608168209798
iq,reanalysis,reanalysis_avg_temp_k,7,mean,reanalysis_avg_temp_k_rolling_7_month_mean,120,0.10499459010438313,0.10499459010438313
iq,reanalysis,reanalysis_avg_temp_k,8,mean,reanalysis_avg_temp_k_rolling_8_month_mean,120,0.03714746507359463,0.03714746507359463
iq,reanalysis,reanalysis_avg_temp_k,9,mean,reanalysis_avg_temp_k_rolling_9_month_mean,120,-0.03173373872993402,0.03173373872993402
iq,reanalysis,reanalysis_avg_temp_k,10,mean,reanalysis_avg_temp_k_rolling_10_month_mean,120,-0.08537273010163697,0.08537273010163697
iq,reanalysis,reanalysis_avg_temp_k,11,mean,reanalysis_avg_temp_k_rolling_11_month_mean,120,-0.10176934615726735,0.10176934615726735
iq,reanalysis,reanalysis_avg_temp_k,12,mean,reanalysis_avg_temp_k_rolling_12_month_mean,120,-0.08309289870716231,0.08309289870716231
iq,reanalysis,reanalysis_avg_temp_k,13,mean,reanalysis_avg_temp_k_rolling_13_month_mean,120,-0.04801539051888108,0.04801539051888108
iq,reanalysis,reanalysis_avg_temp_k,14,mean,reanalysis_avg_temp_k_rolling_14_month_mean,120,0.012063779969753234,0.012063779969753234
iq,reanalysis,reanalysis_dew_point_temp_k,1,mean,reanalysis_dew_point_temp_k_rolling_1_month_mean,120,0.32083696136595047,0.32083696136595047
iq,reanalysis,reanalysis_dew_point_temp_k,2,mean,reanalysis_dew_point_temp_k_rolling_2_month_mean,120,0.3186452652243541,0.3186452652243541
iq,reanalysis,reanalysis_dew_point_temp_k,3,mean,reanalysis_dew_point_temp_k_rolling_3_month_mean,120,0.29985066250118486,0.29985066250118486
iq,reanalysis,reanalysis_dew_point_temp_k,4,mean,reanalysis_dew_point_temp_k_rolling_4_month_mean,120,0.2575142296997143,0.2575142296997143
iq,reanalysis,reanalysis_dew_point_temp_k,5,mean,reanalysis_dew_point_temp_k_rolling_5_month_mean,120,0.19234716532234586,0.19234716532234586
iq,reanalysis,reanalysis_dew_point_temp_k,6,mean,reanalysis_dew_point_temp_k_rolling_6_month_mean,120,0.14180879707739447,0.14180879707739447
iq,reanalysis,reanalysis_dew_point_temp_k,7,mean,reanalysis_dew_point_temp_k_rolling_7_month_mean,120,0.10775018327786538,0.10775018327786538
iq,reanalysis,reanalysis_dew_point_temp_k,8,mean,reanalysis_dew_point_temp_k_rolling_8_month_mean,120,0.10691436512731366,0.10691436512731366
iq,reanalysis,reanalysis_dew_point_temp_k,9,mean,reanalysis_dew_point_temp_k_rolling_9_month_mean,120,0.13246567667780884,0.13246567667780884
iq,reanalysis,reanalysis_dew_point_temp_k,10,mean,reanalysis_dew_point_temp_k_rolling_10_month_mean,120,0.18011479036026018,0.18011479036026018
iq,reanalysis,reanalysis_dew_point_temp_k,11,mean,reanalysis_dew_point_temp_k_rolling_11_month_mean,120,0.23351174756983337,0.23351174756983337
iq,reanalysis,reanalysis_dew_point_temp_k,12,mean,reanalysis_dew_point_temp_k_rolling_12_month_mean,120,0.27829668556373105,0.27829668556373105
iq,reanalysis,reanalysis_dew_point_temp_k,13,mean,reanalysis_dew_point_temp_k_rolling_13_month_mean,120,0.31628674133825446,0.31628674133825446
iq,reanalysis,reanalysis_dew_point_temp_k,14,mean,reanalysis_dew_point_temp_k_rolling_14_month_mean,120,0.33027350356528046,0.33027350356528046
iq,reanalysis,reanalysis_max_air_temp_k,1,mean,reanalysis_max_air_temp_k_rolling_1_month_mean,120,-0.0882848547064138,0.0882848547064138
iq,reanalysis,reanalysis_max_air_temp_k,2,mean,reanalysis_max_air_temp_k_rolling_2_month_mean,120,-0.03726869753335547,0.03726869753335547
iq,reanalysis,reanalysis_max_air_temp_k,3,mean,reanalysis_max_air_temp_k_rolling_3_month_mean,120,0.037481062047214395,0.037481062047214395
iq,reanalysis,reanalysis_max_air_temp_k,4,mean,reanalysis_max_air_temp_k_rolling_4_month_mean,120,0.09841133244310879,0.09841133244310879
iq,reanalysis,reanalysis_max_air_temp_k,5,mean,reanalysis_max_air_temp_k_rolling_5_month_mean,120,0.12183972391435553,0.12183972391435553
iq,reanalysis,reanalysis_max_air_temp_k,6,mean,reanalysis_max_air_temp_k_rolling_6_month_mean,120,0.1059972794633663,0.1059972794633663
iq,reanalysis,reanalysis_max_air_temp_k,7,mean,reanalysis_max_air_temp_k_rolling_7_month_mean,120,0.056433842478703804,0.056433842478703804
iq,reanalysis,reanalysis_max_air_temp_k,8,mean,reanalysis_max_air_temp_k_rolling_8_month_mean,120,-0.014169807244160877,0.014169807244160877
iq,reanalysis,reanalysis_max_air_temp_k,9,mean,reanalysis_max_air_temp_k_rolling_9_month_mean,120,-0.10790708782216973,0.10790708782216973
iq,reanalysis,reanalysis_max_air_temp_k,10,mean,reanalysis_max_air_temp_k_rolling_10_month_mean,120,-0.19512362313985468,0.19512362313985468
iq,reanalysis,reanalysis_max_air_temp_k,11,mean,reanalysis_max_air_temp_k_rolling_11_month_mean,120,-0.24783552791715657,0.24783552791715657
iq,reanalysis,reanalysis_max_air_temp_k,12,mean,reanalysis_max_air_temp_k_rolling_12_month_mean,120,-0.2684870063044521,0.2684870063044521
iq,reanalysis,reanalysis_max_air_temp_k,13,mean,reanalysis_max_air_temp_k_rolling_13_month_mean,120,-0.254458319166761,0.254458319166761
iq,reanalysis,reanalysis_max_air_temp_k,14,mean,reanalysis_max_air_temp_k_rolling_14_month_mean,120,-0.20697804702705602,0.20697804702705602
iq,reanalysis,reanalysis_min_air_temp_k,1,mean,reanalysis_min_air_temp_k_rolling_1_month_mean,120,0.3178113775304407,0.3178113775304407
iq,reanalysis,reanalysis_min_air_temp_k,2,mean,reanalysis_min_air_temp_k_rolling_2_month_mean,120,0.32920949924912224,0.32920949924912224
iq,reanalysis,reanalysis_min_air_temp_k,3,mean,reanalysis_min_air_temp_k_rolling_3_month_mean,120,0.30631090410630907,0.30631090410630907
iq,reanalysis,reanalysis_min_air_temp_k,4,mean,reanalysis_min_air_temp_k_rolling_4_month_mean,120,0.2581072468488158,0.2581072468488158
iq,reanalysis,reanalysis_min_air_temp_k,5,mean,reanalysis_min_air_temp_k_rolling_5_month_mean,120,0.17875999259730105,0.17875999259730105
iq,reanalysis,reanalysis_min_air_temp_k,6,mean,reanalysis_min_air_temp_k_rolling_6_month_mean,120,0.12837123282878457,0.12837123282878457
iq,reanalysis,reanalysis_min_air_temp_k,7,mean,reanalysis_min_air_temp_k_rolling_7_month_mean,120,0.08180885531284515,0.08180885531284515
iq,reanalysis,reanalysis_min_air_temp_k,8,mean,reanalysis_min_air_temp_k_rolling_8_month_mean,120,0.05291617334951817,0.05291617334951817
iq,reanalysis,reanalysis_min_air_temp_k,9,mean,reanalysis_min_air_temp_k_rolling_9_month_mean,120,0.05506253347511,0.05506253347511
iq,reanalysis,reanalysis_min_air_temp_k,10,mean,reanalysis_min_air_temp_k_rolling_10_month_mean,120,0.09164402654836147,0.09164402654836147
iq,reanalysis,reanalysis_min_air_temp_k,11,mean,reanalysis_min_air_temp_k_rolling_11_month_mean,120,0.16230346279008834,0.16230346279008834
iq,reanalysis,reanalysis_min_air_temp_k,12,mean,reanalysis_min_air_temp_k_rolling_12_month_mean,120,0.23880270463927503,0.23880270463927503
iq,reanalysis,reanalysis_min_air_temp_k,13,mean,reanalysis_min_air_temp_k_rolling_13_month_mean,120,0.29679370500738983,0.29679370500738983
iq,reanalysis,reanalysis_min_air_temp_k,14,mean,reanalysis_min_air_temp_k_rolling_14_month_mean,120,0.3274993079780627,0.3274993079780627
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,1,mean,reanalysis_precip_amt_kg_per_m2_rolling_1_month_mean,120,0.16328118126690583,0.16328118126690583
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,2,mean,reanalysis_precip_amt_kg_per_m2_rolling_2_month_mean,120,0.1732108504847303,0.1732108504847303
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,3,mean,reanalysis_precip_amt_kg_per_m2_rolling_3_month_mean,120,0.1427622743807671,0.1427622743807671
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,4,mean,reanalysis_precip_amt_kg_per_m2_rolling_4_month_mean,120,0.10519287974884702,0.10519287974884702
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,5,mean,reanalysis_precip_amt_kg_per_m2_rolling_5_month_mean,120,0.0392762199811056,0.0392762199811056
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,6,mean,reanalysis_precip_amt_kg_per_m2_rolling_6_month_mean,120,-0.01183022351566569,0.01183022351566569
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,7,mean,reanalysis_precip_amt_kg_per_m2_rolling_7_month_mean,120,-0.04226879482369271,0.04226879482369271
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,8,mean,reanalysis_precip_amt_kg_per_m2_rolling_8_month_mean,120,-0.0428022347557367,0.0428022347557367
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,9,mean,reanalysis_precip_amt_kg_per_m2_rolling_9_month_mean,120,-0.004691844465575229,0.004691844465575229
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,10,mean,reanalysis_precip_amt_kg_per_m2_rolling_10_month_mean,120,0.06463575823469739,0.06463575823469739
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,11,mean,reanalysis_precip_amt_kg_per_m2_rolling_11_month_mean,120,0.13707943522448754,0.13707943522448754
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,12,mean,reanalysis_precip_amt_kg_per_m2_rolling_12_month_mean,120,0.1891054045640222,0.1891054045640222
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,13,mean,reanalysis_precip_amt_kg_per_m2_rolling_13_month_mean,120,0.24767557707496426,0.24767557707496426
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,14,mean,reanalysis_precip_amt_kg_per_m2_rolling_14_month_mean,120,0.2573593932394417,0.2573593932394417
iq,reanalysis,reanalysis_relative_humidity_percent,1,mean,reanalysis_relative_humidity_percent_rolling_1_month_mean,120,0.19035074464833973,0.19035074464833973
iq,reanalysis,reanalysis_relative_humidity_percent,2,mean,reanalysis_relative_humidity_percent_rolling_2_month_mean,120,0.16493575503892638,0.16493575503892638
iq,reanalysis,reanalysis_relative_humidity_percent,3,mean,reanalysis_relative_humidity_percent_rolling_3_month_mean,120,0.12866514444327293,0.12866514444327293
iq,reanalysis,reanalysis_relative_humidity_percent,4,mean,reanalysis_relative_humidity_percent_rolling_4_month_mean,120,0.08352571373853146,0.08352571373853146
iq,reanalysis,reanalysis_relative_humidity_percent,5,mean,reanalysis_relative_humidity_percent_rolling_5_month_mean,120,0.0402588151906059,0.0402588151906059
iq,reanalysis,reanalysis_relative_humidity_percent,6,mean,reanalysis_relative_humidity_percent_rolling_6_month_mean,120,0.019852847618084802,0.019852847618084802
iq,reanalysis,reanalysis_relative_humidity_percent,7,mean,reanalysis_relative_humidity_percent_rolling_7_month_mean,120,0.027741812232196215,0.027741812232196215
iq,reanalysis,reanalysis_relative_humidity_percent,8,mean,reanalysis_relative_humidity_percent_rolling_8_month_mean,120,0.07196435904475386,0.07196435904475386
iq,reanalysis,reanalysis_relative_humidity_percent,9,mean,reanalysis_relative_humidity_percent_rolling_9_month_mean,120,0.13180497162975563,0.13180497162975563
iq,reanalysis,reanalysis_relative_humidity_percent,10,mean,reanalysis_relative_humidity_percent_rolling_10_month_mean,120,0.19536067488431982,0.19536067488431982
iq,reanalysis,reanalysis_relative_humidity_percent,11,mean,reanalysis_relative_humidity_percent_rolling_11_month_mean,120,0.24206915594077524,0.24206915594077524
iq,reanalysis,reanalysis_relative_humidity_percent,12,mean,reanalysis_relative_humidity_percent_rolling_12_month_mean,120,0.2668123268165199,0.2668123268165199
iq,reanalysis,reanalysis_relative_humidity_percent,13,mean,reanalysis_relative_humidity_percent_rolling_13_month_mean,120,0.2846688102326581,0.2846688102326581
iq,reanalysis,reanalysis_relative_humidity_percent,14,mean,reanalysis_relative_humidity_percent_rolling_14_month_mean,120,0.2723575261581147,0.2723575261581147
iq,reanalysis,reanalysis_sat_precip_amt_mm,1,mean,reanalysis_sat_precip_amt_mm_rolling_1_month_mean,120,0.18743593479444773,0.18743593479444773
iq,reanalysis,reanalysis_sat_precip_amt_mm,2,mean,reanalysis_sat_precip_amt_mm_rolling_2_month_mean,120,0.21708351219151492,0.21708351219151492
iq,reanalysis,reanalysis_sat_precip_amt_mm,3,mean,reanalysis_sat_precip_amt_mm_rolling_3_month_mean,120,0.1372015614947925,0.1372015614947925
iq,reanalysis,reanalysis_sat_precip_amt_mm,4,mean,reanalysis_sat_precip_amt_mm_rolling_4_month_mean,120,0.07542048089629758,0.07542048089629758
iq,reanalysis,reanalysis_sat_precip_amt_mm,5,mean,reanalysis_sat_precip_amt_mm_rolling_5_month_mean,120,-0.007966343847646395,0.007966343847646395
iq,reanalysis,reanalysis_sat_precip_amt_mm,6,mean,reanalysis_sat_precip_amt_mm_rolling_6_month_mean,120,-0.09023809741803053,0.09023809741803053
iq,reanalysis,reanalysis_sat_precip_amt_mm,7,mean,reanalysis_sat_precip_amt_mm_rolling_7_month_mean,120,-0.128274687201231,0.128274687201231
iq,reanalysis,reanalysis_sat_precip_amt_mm,8,mean,reanalysis_sat_precip_amt_mm_rolling_8_month_mean,120,-0.11733622449412957,0.11733622449412957
iq,reanalysis,reanalysis_sat_precip_amt_mm,9,mean,reanalysis_sat_precip_amt_mm_rolling_9_month_mean,120,-0.08763731924259982,0.08763731924259982
iq,reanalysis,reanalysis_sat_precip_amt_mm,10,mean,reanalysis_sat_precip_amt_mm_rolling_10_month_mean,120,0.003944805037490128,0.003944805037490128
iq,reanalysis,reanalysis_sat_precip_amt_mm,11,mean,reanalysis_sat_precip_amt_mm_rolling_11_month_mean,120,0.10420747763793844,0.10420747763793844
iq,reanalysis,reanalysis_sat_precip_amt_mm,12,mean,reanalysis_sat_precip_amt_mm_rolling_12_month_mean,120,0.17571478298751061,0.17571478298751061
iq,reanalysis,reanalysis_sat_precip_amt_mm,13,mean,reanalysis_sat_precip_amt_mm_rolling_13_month_mean,120,0.2475488877272012,0.2475488877272012
iq,reanalysis,reanalysis_sat_precip_amt_mm,14,mean,reanalysis_sat_precip_amt_mm_rolling_14_month_mean,120,0.276055708994862,0.276055708994862
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,1,mean,reanalysis_specific_humidity_g_per_kg_rolling_1_month_mean,120,0.32576031783270437,0.32576031783270437
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,2,mean,reanalysis_specific_humidity_g_per_kg_rolling_2_month_mean,120,0.3223951406606906,0.3223951406606906
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,3,mean,reanalysis_specific_humidity_g_per_kg_rolling_3_month_mean,120,0.30444771380052355,0.30444771380052355
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,4,mean,reanalysis_specific_humidity_g_per_kg_rolling_4_month_mean,120,0.26133217989903923,0.26133217989903923
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,5,mean,reanalysis_specific_humidity_g_per_kg_rolling_5_month_mean,120,0.19457725431686326,0.19457725431686326
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,6,mean,reanalysis_specific_humidity_g_per_kg_rolling_6_month_mean,120,0.1420112557295948,0.1420112557295948
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,7,mean,reanalysis_specific_humidity_g_per_kg_rolling_7_month_mean,120,0.105738350163712,0.105738350163712
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,8,mean,reanalysis_specific_humidity_g_per_kg_rolling_8_month_mean,120,0.1021995283254704,0.1021995283254704
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,9,mean,reanalysis_specific_humidity_g_per_kg_rolling_9_month_mean,120,0.12640955598493456,0.12640955598493456
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,10,mean,reanalysis_specific_humidity_g_per_kg_rolling_10_month_mean,120,0.17369067528461327,0.17369067528461327
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,11,mean,reanalysis_specific_humidity_g_per_kg_rolling_11_month_mean,120,0.22792975837486254,0.22792975837486254
