city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,weekofyear_sin,weekofyear_cos,reanalysis_specific_humidity_g_per_kg_lag_1,reanalysis_specific_humidity_g_per_kg_lag_2,reanalysis_specific_humidity_g_per_kg_lag_3,reanalysis_specific_humidity_g_per_kg_lag_5,reanalysis_specific_humidity_g_per_kg_lag_6,reanalysis_specific_humidity_g_per_kg_lag_8,reanalysis_specific_humidity_g_per_kg_lag_10,reanalysis_specific_humidity_g_per_kg_lag_12,reanalysis_dew_point_temp_k_lag_1,reanalysis_dew_point_temp_k_lag_2,reanalysis_dew_point_temp_k_lag_3,reanalysis_dew_point_temp_k_lag_5,reanalysis_dew_point_temp_k_lag_6,reanalysis_dew_point_temp_k_lag_8,reanalysis_dew_point_temp_k_lag_10,reanalysis_dew_point_temp_k_lag_12,reanalysis_min_air_temp_k_lag_1,reanalysis_min_air_temp_k_lag_2,reanalysis_min_air_temp_k_lag_3,reanalysis_min_air_temp_k_lag_5,reanalysis_min_air_temp_k_lag_6,reanalysis_min_air_temp_k_lag_8,reanalysis_min_air_temp_k_lag_10,reanalysis_min_air_temp_k_lag_12,reanalysis_air_temp_k_lag_6,reanalysis_air_temp_k_lag_8,reanalysis_air_temp_k_lag_10,reanalysis_air_temp_k_lag_12,reanalysis_avg_temp_k_lag_6,reanalysis_avg_temp_k_lag_8,reanalysis_avg_temp_k_lag_10,reanalysis_avg_temp_k_lag_12,reanalysis_max_air_temp_k_lag_6,reanalysis_max_air_temp_k_lag_8,reanalysis_max_air_temp_k_lag_10,reanalysis_max_air_temp_k_lag_12,station_avg_temp_c_lag_2,station_avg_temp_c_lag_4,station_avg_temp_c_lag_5,station_avg_temp_c_lag_6,station_avg_temp_c_lag_8,station_avg_temp_c_lag_10,station_avg_temp_c_lag_12,station_min_temp_c_lag_1,station_min_temp_c_lag_2,station_min_temp_c_lag_3,station_min_temp_c_lag_4,station_min_temp_c_lag_6,station_min_temp_c_lag_8,station_min_temp_c_lag_10,station_min_temp_c_lag_12,station_max_temp_c_lag_4,station_max_temp_c_lag_6,station_max_temp_c_lag_8,station_max_temp_c_lag_10,station_max_temp_c_lag_12,ndvi_sw_lag_10,ndvi_sw_lag_11,ndvi_sw_lag_14,ndvi_nw_lag_10,ndvi_nw_lag_11,ndvi_nw_lag_14,precipitation_amt_mm_lag_2,precipitation_amt_mm_lag_3,reanalysis_sat_precip_amt_mm_lag_2,reanalysis_sat_precip_amt_mm_lag_3,reanalysis_specific_humidity_g_per_kg_rolling_3_mean,reanalysis_specific_humidity_g_per_kg_rolling_4_mean,reanalysis_specific_humidity_g_per_kg_rolling_6_mean,reanalysis_specific_humidity_g_per_kg_rolling_8_mean,reanalysis_specific_humidity_g_per_kg_rolling_10_mean,reanalysis_specific_humidity_g_per_kg_rolling_12_mean,reanalysis_specific_humidity_g_per_kg_rolling_14_mean,reanalysis_dew_point_temp_k_rolling_3_mean,reanalysis_dew_point_temp_k_rolling_4_mean,reanalysis_dew_point_temp_k_rolling_6_mean,reanalysis_dew_point_temp_k_rolling_8_mean,reanalysis_dew_point_temp_k_rolling_10_mean,reanalysis_dew_point_temp_k_rolling_12_mean,reanalysis_dew_point_temp_k_rolling_14_mean,reanalysis_min_air_temp_k_rolling_3_mean,reanalysis_min_air_temp_k_rolling_4_mean,reanalysis_min_air_temp_k_rolling_5_mean,reanalysis_min_air_temp_k_rolling_6_mean,reanalysis_min_air_temp_k_rolling_7_mean,reanalysis_min_air_temp_k_rolling_8_mean,reanalysis_min_air_temp_k_rolling_10_mean,reanalysis_min_air_temp_k_rolling_12_mean,reanalysis_min_air_temp_k_rolling_14_mean,reanalysis_air_temp_k_rolling_8_mean,reanalysis_air_temp_k_rolling_10_mean,reanalysis_air_temp_k_rolling_12_mean,reanalysis_air_temp_k_rolling_14_mean,reanalysis_avg_temp_k_rolling_8_mean,reanalysis_avg_temp_k_rolling_10_mean,reanalysis_avg_temp_k_rolling_12_mean,reanalysis_avg_temp_k_rolling_14_mean,reanalysis_max_air_temp_k_rolling_8_mean,reanalysis_max_air_temp_k_rolling_10_mean,reanalysis_max_air_temp_k_rolling_12_mean,reanalysis_max_air_temp_k_rolling_14_mean,station_avg_temp_c_rolling_3_mean,station_avg_temp_c_rolling_4_mean,station_avg_temp_c_rolling_5_mean,station_avg_temp_c_rolling_6_mean,station_avg_temp_c_rolling_8_mean,station_avg_temp_c_rolling_10_mean,station_avg_temp_c_rolling_12_mean,station_avg_temp_c_rolling_14_mean,station_min_temp_c_rolling_3_mean,station_min_temp_c_rolling_4_mean,station_min_temp_c_rolling_5_mean,station_min_temp_c_rolling_6_mean,station_min_temp_c_rolling_8_mean,station_min_temp_c_rolling_10_mean,station_min_temp_c_rolling_12_mean,station_min_temp_c_rolling_14_mean,station_max_temp_c_rolling_5_mean,station_max_temp_c_rolling_6_mean,station_max_temp_c_rolling_8_mean,station_max_temp_c_rolling_10_mean,station_max_temp_c_rolling_12_mean,station_max_temp_c_rolling_14_mean,precipitation_amt_mm_rolling_4_mean,precipitation_amt_mm_rolling_7_mean,precipitation_amt_mm_rolling_10_mean,precipitation_amt_mm_rolling_14_mean,reanalysis_sat_precip_amt_mm_rolling_4_mean,reanalysis_sat_precip_amt_mm_rolling_7_mean,reanalysis_sat_precip_amt_mm_rolling_10_mean,reanalysis_sat_precip_amt_mm_rolling_14_mean
sj,1990,51,1990-12-17,0.2931333,0.2668667,0.2608571,0.3027286,52.45,298.297142857,298.378571429,294.558571429,300.9,296.0,32.31,80.0828571429,52.45,15.9542857143,2.87142857143,25.7142857143,6.58571428571,30.6,21.1,19.8,26.0,-0.12053668025532363,0.992708874098054,13.6157142857,16.1614285714,16.2085714286,17.0857142857,18.0742857143,17.75,18.5128571429,17.4685714286,292.004285714,294.782857143,294.811428571,295.687142857,296.564285714,296.257142857,296.928571429,296.028571429,296.1,296.7,296.5,298.8,298.5,297.2,298.1,299.1,299.972857143,298.902857143,299.857142857,300.427142857,300.035714286,299.042857143,299.942857143,300.6,302.2,300.9,301.8,302.4,25.9857142857,26.8,27.5428571429,28.4714285714,26.7714285714,28.6285714286,28.3428571429,19.4,22.2,20.6,22.2,23.9,21.7,24.4,24.4,31.7,33.3,32.2,33.3,32.8,0.1577167,0.2011857,0.1482833,0.06755,0.18975,0.4371,9.96,33.61,9.96,33.61,15.243809523799998,15.485,15.963095238100001,16.485892857150002,16.77528571429,17.037142857150002,17.12908163266429,293.781904762,294.03928571425,294.5366666666667,295.0398214285,295.31199999989997,295.5594047618333,295.6552040815714,296.26666666666665,296.32500000000005,296.46000000000004,296.84999999999997,297.0857142857143,297.26250000000005,297.28000000000003,297.5,297.7,299.105357142875,299.0941428572,299.29785714291665,299.4184693877857,299.194642857375,299.1907142859,299.3916666668333,299.5142857144286,301.25,301.24,301.4583333333333,301.5428571428571,25.4619047619,25.646428571425,25.87714285714,26.154761904766662,26.671428571424997,26.77714285714,27.097619047616664,27.268367346942856,20.900000000000002,20.825,21.1,21.283333333333335,21.8,21.94,22.308333333333334,22.571428571428566,30.440000000000005,30.833333333333332,31.45,31.660000000000004,31.933333333333334,32.05714285714286,24.004999999999995,22.360000000000003,52.845000000000006,57.583571428571425,24.004999999999995,22.360000000000003,52.845000000000006,57.583571428571425
sj,1990,52,1990-12-24,0.3025,0.2772333,0.1712667,0.1616222,0.0,298.038571429,298.085714286,292.105714286,299.8,295.3,5.46,69.6814285714,0.0,13.6828571429,2.28571428571,25.1571428571,5.84285714286,28.9,21.1,20.9,27.0,6.432490598706546e-16,1.0,15.9542857143,13.6157142857,16.1614285714,16.7528571429,17.0857142857,18.0342857143,18.1157142857,18.18,294.558571429,292.004285714,294.782857143,295.375714286,295.687142857,296.534285714,296.544285714,296.664285714,296.0,296.1,296.7,297.0,298.8,298.5,297.5,299.1,300.35,299.727142857,299.195714286,300.775714286,300.5,299.778571429,299.307142857,300.85,302.3,301.4,301.5,303.3,24.6857142857,26.2,26.8,27.5428571429,27.9714285714,27.6285714286,28.7714285714,21.1,19.4,22.2,20.6,22.2,22.8,23.3,23.9,31.1,32.8,33.3,32.8,33.3,0.16575,0.1577167,0.3056857,0.0702,0.06755,0.1824333,0.0,9.96,0.0,9.96,14.417619047633332,14.853571428574998,15.395952380966667,15.941964285725,16.33200000001,16.66238095239167,16.82836734695,292.8895238096666,293.362857143,293.93976190483335,294.48625000000004,294.8681428571,295.17952380950004,295.3462244897857,295.8,296.02500000000003,296.12,296.2666666666667,296.62857142857143,296.8625,297.06,297.18333333333334,297.4571428571429,298.89428571437503,298.9784285715,299.06976190483334,299.2885714286428,298.9830357145,299.0685714288,299.161309524,299.3846938777143,301.05,301.07,301.1666666666667,301.40714285714284,25.185714285699998,25.3857142857,25.54857142856,25.75714285713333,26.3196428571375,26.529999999990004,26.796428571424997,27.04795918367143,20.53333333333333,20.95,20.880000000000003,21.099999999999998,21.5875,21.72,22.075000000000003,22.37142857142857,29.880000000000003,30.183333333333334,30.9,31.27,31.566666666666663,31.77857142857143,15.602499999999994,19.437142857142856,38.489999999999995,47.31714285714286,15.602499999999994,19.437142857142856,38.489999999999995,47.31714285714286
sj,1991,1,1991-01-01,0.1465,0.1404667,0.1515,0.1673143,0.0,297.06,297.135714286,291.907142857,299.0,293.9,4.8,72.9385714286,0.0,13.5114285714,2.52857142857,24.3857142857,7.45714285714,29.4,18.9,5.3,21.0,0.12053668025532305,0.992708874098054,13.6828571429,15.9542857143,13.6157142857,16.2085714286,16.7528571429,18.0742857143,17.75,18.5128571429,292.105714286,294.558571429,292.004285714,294.811428571,295.375714286,296.564285714,296.257142857,296.928571429,295.3,296.0,296.1,296.5,297.0,298.5,297.2,298.1,299.511428571,299.972857143,298.902857143,299.857142857,299.635714286,300.035714286,299.042857143,299.942857143,301.6,302.2,300.9,301.8,25.7142857143,25.9857142857,26.2,26.8,28.4714285714,26.7714285714,28.6285714286,21.1,21.1,19.4,22.2,22.2,23.9,21.7,24.4,29.4,31.7,33.3,32.2,33.3,0.1239286,0.16575,0.2442167,0.08975,0.0702,0.2609,52.45,0.0,52.45,0.0,14.382857142866664,14.191071428575,14.855714285716667,15.371607142862498,15.90814285715,16.245595238099998,16.545714285721427,292.8571428573334,292.6439285715,293.3616666666667,293.904107142875,294.4331428571,294.7610714285,295.0518367346429,295.06666666666666,295.325,295.6,295.75,295.92857142857144,296.28749999999997,296.72999999999996,296.8333333333333,297.0857142857143,298.5301785715,298.7941428572,298.83666666675,299.0480612245714,298.6205357145,298.87785714309996,298.92738095258335,299.13724489814285,300.65,300.88,300.93333333333334,301.1642857142857,25.085714285699996,24.985714285700002,25.1857142857,25.354761904750003,25.808928571425,26.29142857142,26.442857142850002,26.76530612244286,20.36666666666667,20.125,20.54,20.55,20.962500000000002,21.44,21.616666666666664,21.978571428571428,29.54,29.799999999999997,30.412499999999998,30.990000000000002,31.24166666666667,31.535714285714285,13.112499999999994,16.580000000000002,25.787,43.646428571428565,13.112499999999994,16.580000000000002,25.787,43.646428571428565
sj,1991,2,1991-01-08,0.20809999999999998,0.1004667,0.2519,0.1376167,15.85,297.674285714,297.828571429,293.282857143,299.3,295.8,26.33,76.6285714286,15.85,14.6714285714,1.88571428571,24.9142857143,6.31428571429,28.3,21.1,31.7,21.0,0.23931566428755774,0.970941817426052,13.5114285714,13.6828571429,15.9542857143,16.1614285714,16.2085714286,17.0857142857,18.0342857143,18.1157142857,291.907142857,292.105714286,294.558571429,294.782857143,294.811428571,295.687142857,296.534285714,296.544285714,293.9,295.3,296.0,296.7,296.5,298.8,298.5,297.5,298.238571429,300.35,299.727142857,299.195714286,298.264285714,300.5,299.778571429,299.307142857,300.2,302.3,301.4,301.5,25.1571428571,24.6857142857,25.9857142857,26.2,27.5428571429,27.9714285714,27.6285714286,18.9,21.1,21.1,19.4,20.6,22.2,22.8,23.3,29.4,31.1,32.8,33.3,32.8,0.2959,0.1239286,0.2011857,0.1834333,0.08975,0.18975,0.0,52.45,0.0,52.45,13.955238095233332,14.455,14.599523809516663,15.069821428575,15.57185714286,15.958571428575,16.29510204082143,292.431904762,292.96357142875,293.106904762,293.603571428625,294.108,294.48928571425,294.8103061224286,295.0,295.25,295.41999999999996,295.6333333333334,295.75714285714287,295.9125,296.46000000000004,296.69166666666666,296.84999999999997,298.19571428575,298.58885714290005,298.70988095241665,298.8265306122857,298.286607143125,298.6828571431,298.8041666669167,298.9214285716429,300.275,300.66999999999996,300.75,300.87857142857143,24.81904761903333,25.04285714285,24.97142857142,25.140476190466668,25.48035714285,25.985714285709996,26.21666666665833,26.489795918364283,20.366666666666664,20.55,20.32,20.633333333333333,20.825,21.27,21.433333333333334,21.77857142857143,29.32,29.333333333333332,29.85,30.49,30.866666666666664,31.178571428571423,17.074999999999992,15.981428571428571,17.237000000000002,42.55142857142857,17.074999999999992,15.981428571428571,17.237000000000002,42.55142857142857
sj,1991,3,1991-01-15,0.2697,0.2935667,0.2599429,0.2179,0.0,297.422857143,297.657142857,293.412857143,299.3,296.1,27.4,78.5,0.0,14.7985714286,2.0,25.2428571429,6.57142857143,29.4,21.1,16.5,26.0,0.3546048870425356,0.9350162426854148,14.6714285714,13.5114285714,13.6828571429,13.6157142857,16.1614285714,16.7528571429,18.0742857143,17.75,293.282857143,291.907142857,292.105714286,292.004285714,294.782857143,295.375714286,296.564285714,296.257142857,295.8,293.9,295.3,296.1,296.7,297.0,298.5,297.2,298.542857143,299.511428571,299.972857143,298.902857143,298.685714286,299.635714286,300.035714286,299.042857143,300.8,301.6,302.2,300.9,24.3857142857,25.7142857143,24.6857142857,25.9857142857,26.8,28.4714285714,26.7714285714,21.1,18.9,21.1,21.1,22.2,22.2,23.9,21.7,30.6,29.4,31.7,33.3,32.2,0.1866286,0.2959,0.1577167,0.181775,0.1834333,0.06755,0.0,0.0,0.0,0.0,14.327142857133333,14.166071428575,14.372380952383333,14.8255357142875,15.244285714289997,15.712619047625,16.029795918371427,292.86761904766666,292.67714285725,292.87857142866665,293.35821428575,293.7928571429,294.25226190475,294.55918367342855,295.2666666666667,295.275,295.42,295.53333333333336,295.7,295.8,296.22,296.6,296.70714285714286,297.93464285725,298.3338571429,298.5865476190833,298.65265306128566,298.0392857145,298.4450000002,298.68869047641664,298.7581632655,299.9875,300.38,300.6166666666667,300.7,24.847619047633334,24.925,25.08285714286,25.016666666666666,25.2857142857125,25.66285714286,26.08928571428333,26.24795918367143,20.36666666666667,20.55,20.660000000000004,20.45,20.6875,20.990000000000002,21.383333333333336,21.542857142857144,29.32,29.333333333333332,29.5625,30.1,30.633333333333336,30.900000000000002,3.962499999999993,11.180000000000001,15.190999999999999,38.87857142857143,3.962499999999993,11.180000000000001,15.190999999999999,38.87857142857143
sj,1991,4,1991-01-22,0.3313,0.3093333,0.2210286,0.2027571,0.0,297.884285714,298.15,292.382857143,300.3,296.0,0.7,71.5971428571,0.0,13.8785714286,2.55714285714,24.7142857143,7.77142857143,29.4,18.3,6.8,34.0,0.4647231720437685,0.8854560256532099,14.7985714286,14.6714285714,13.5114285714,15.9542857143,13.6157142857,16.2085714286,17.0857142857,18.0342857143,293.412857143,293.282857143,291.907142857,294.558571429,292.004285714,294.811428571,295.687142857,296.534285714,296.1,295.8,293.9,296.0,296.1,296.5,298.8,298.5,298.202857143,298.238571429,300.35,299.727142857,298.278571429,298.264285714,300.5,299.778571429,300.6,300.2,302.3,301.4,24.9142857143,25.1571428571,25.7142857143,24.6857142857,26.2,27.5428571429,27.9714285714,21.1,21.1,18.9,21.1,19.4,20.6,22.2,22.8,28.9,29.4,31.1,32.8,33.3,0.2348857,0.1866286,0.16575,0.2246,0.181775,0.0702,15.85,0.0,15.85,0.0,14.449523809533334,14.215000000000002,14.4161904762,14.534285714287499,14.923571428579999,15.366309523816666,15.72714285715,293.02619047633334,292.7464285715,292.9416666668333,293.05464285725,293.4624285715,293.90630952383333,294.26193877549997,295.9666666666667,295.45000000000005,295.41999999999996,295.51666666666665,295.59999999999997,295.7375,295.94,296.39166666666665,296.59999999999997,297.89035714287496,298.0872857143,298.4329761905,298.55897959185717,298.02500000025,298.2100000002,298.55297619066664,298.67551020428573,300.0,300.17999999999995,300.525,300.61428571428576,24.957142857166662,24.8142857143,24.88285714286,25.021428571433333,25.099999999999998,25.38,25.817857142858333,26.039795918364288,20.166666666666668,19.85,20.1,20.26666666666667,20.4,20.6,21.008333333333333,21.185714285714287,29.080000000000002,29.333333333333332,29.349999999999998,29.759999999999998,30.308333333333334,30.657142857142855,3.962499999999993,9.757142857142858,13.190999999999999,28.625,3.962499999999993,9.757142857142858,13.190999999999999,28.625
sj,1991,5,1991-01-29,0.0917,0.246425,0.2438571,0.1956,0.0,298.044285714,298.228571429,292.572857143,300.1,295.0,5.7,71.7842857143,0.0,14.0442857143,2.77142857143,24.8285714286,8.15714285714,30.0,18.9,5.9,37.0,0.5680647467311558,0.8229838658936564,13.8785714286,14.7985714286,14.6714285714,13.6828571429,15.9542857143,16.1614285714,16.7528571429,18.0742857143,292.382857143,293.412857143,293.282857143,292.105714286,294.558571429,294.782857143,295.375714286,296.564285714,296.0,296.1,295.8,295.3,296.0,296.7,297.0,298.5,298.297142857,298.542857143,299.511428571,299.972857143,298.378571429,298.685714286,299.635714286,300.035714286,300.9,300.8,301.6,302.2,25.2428571429,24.3857142857,25.1571428571,25.7142857143,25.9857142857,26.8,28.4714285714,18.3,21.1,21.1,18.9,21.1,22.2,22.2,23.9,29.4,30.6,29.4,31.7,33.3,0.1253833,0.2348857,0.1239286,0.33035,0.2246,0.08975,0.0,15.85,0.0,15.85,14.240476190499999,14.348214285725,14.097857142866667,14.26964285715,14.652714285719998,15.030476190483332,15.4624489796,292.78952380966666,292.912857143,292.61071428583335,292.77839285724997,293.18214285719995,293.57369047625,293.9987755102143,295.7,295.725,295.36,295.34999999999997,295.4428571428572,295.525,295.74,296.09999999999997,296.4428571428572,297.82803571425,297.94057142860004,298.27226190475,298.4976530612143,297.967857143125,298.0692857145,298.4023809525833,298.617346939,299.9125,300.03000000000003,300.34999999999997,300.5571428571429,24.928571428599998,24.925000000025,24.81714285716,24.873809523816664,24.9553571428625,25.18285714286,25.514285714291663,25.901020408164282,19.433333333333334,19.85,19.660000000000004,19.900000000000002,19.9875,20.270000000000003,20.591666666666665,20.985714285714288,29.3,29.23333333333333,29.424999999999997,29.589999999999996,30.03333333333333,30.5,3.962499999999993,9.757142857142858,11.187000000000001,19.551428571428573,3.962499999999993,9.757142857142858,11.187000000000001,19.551428571428573
sj,1991,6,1991-02-05,0.3801,0.2285667,0.2550429,0.2258,0.0,297.74,297.928571429,293.15,299.7,295.0,19.69,75.7942857143,0.0,14.5414285714,2.42857142857,25.0571428571,6.88571428571,30.0,20.6,7.3,17.0,0.6631226582407952,0.7485107481711011,14.0442857143,13.8785714286,14.7985714286,13.5114285714,13.6828571429,13.6157142857,16.2085714286,17.0857142857,292.572857143,292.382857143,293.412857143,291.907142857,292.105714286,292.004285714,294.811428571,295.687142857,295.0,296.0,296.1,293.9,295.3,296.1,296.5,298.8,298.038571429,298.202857143,298.238571429,300.35,298.085714286,298.278571429,298.264285714,300.5,299.8,300.6,300.2,302.3,24.7142857143,24.9142857143,24.3857142857,25.1571428571,24.6857142857,26.2,27.5428571429,18.9,18.3,21.1,21.1,21.1,19.4,20.6,22.2,28.3,28.9,29.4,31.1,32.8,0.1415857,0.1253833,0.2959,0.216525,0.33035,0.1834333,0.0,0.0,0.0,0.0,14.154761904766668,14.315714285725,14.240952380949999,14.3853571428625,14.486,14.818452380958334,15.212959183678572,292.701904762,292.87964285725,292.7847619048334,292.921607143,293.0160000001,293.36226190483336,293.7570408163571,295.3333333333333,295.525,295.58000000000004,295.3,295.30000000000007,295.3875,295.59000000000003,295.78333333333336,296.1928571428572,297.770178571375,297.89071428569997,298.05476190474997,298.35571428571427,297.92410714312496,298.035714286,298.18809523833335,298.48520408185715,299.8,299.98,300.1333333333333,300.4357142857143,24.866666666666664,24.960714285725,24.951428571439997,24.85714285715,25.0017857142875,25.06857142857,25.307142857141667,25.692857142857143,19.26666666666667,19.725,20.0,19.816666666666666,20.1375,20.270000000000003,20.458333333333332,20.82857142857143,29.419999999999998,29.416666666666668,29.5,29.48,29.799999999999997,30.264285714285712,0.0,2.2642857142857142,7.8260000000000005,12.312142857142858,0.0,2.2642857142857142,7.8260000000000005,12.312142857142858
sj,1991,7,1991-02-12,0.0712,0.2211,0.2762429,0.2673429,18.05,296.884285714,297.114285714,292.972857143,300.2,294.1,21.4,78.8957142857,18.05,14.46,3.2,25.1428571429,8.87142857143,32.2,18.9,5.6,19.0,0.7485107481711011,0.6631226582407953,14.5414285714,14.0442857143,13.8785714286,14.6714285714,13.5114285714,15.9542857143,16.1614285714,16.7528571429,293.15,292.572857143,292.382857143,293.282857143,291.907142857,294.558571429,294.782857143,295.375714286,295.0,295.0,296.0,295.8,293.9,296.0,296.7,297.0,297.06,298.297142857,298.542857143,299.511428571,297.135714286,298.378571429,298.685714286,299.635714286,299.0,300.9,300.8,301.6,24.8285714286,25.2428571429,24.9142857143,24.3857142857,25.7142857143,25.9857142857,26.8,20.6,18.9,18.3,21.1,18.9,21.1,22.2,22.2,29.4,29.4,30.6,29.4,31.7,0.2517,0.1415857,0.1866286,0.0886,0.216525,0.181775,0.0,0.0,0.0,0.0,14.348571428566666,14.231071428575001,14.39904761905,14.198571428575,14.31585714286,14.627380952383332,14.954795918371428,292.8985714286667,292.76964285725,292.9623809525,292.72339285725,292.83500000009997,293.16202380958333,293.50051020414287,294.7,295.025,295.23999999999995,295.3333333333333,295.12857142857143,295.15,295.33,295.5416666666667,295.87857142857143,297.5935714285,297.72485714280003,297.83583333333337,298.1351020407857,297.76607142875,297.8785714288,297.97797619066665,298.27653061242853,299.7125,299.91999999999996,300.01666666666665,300.29285714285714,25.009523809533334,24.935714285725,24.99714285716,24.98333333335,24.9303571428625,24.98428571429,25.16904761905,25.45510204082143,19.466666666666665,19.174999999999997,19.560000000000002,19.816666666666666,19.8625,19.94,20.183333333333334,20.47142857142857,30.2,29.883333333333336,29.7,29.759999999999998,29.841666666666665,30.185714285714283,4.512499999999993,4.8428571428571425,8.635000000000002,12.139999999999999,4.512499999999993,4.8428571428571425,8.635000000000002,12.139999999999999
sj,1991,8,1991-02-19,0.1207,0.2094,0.1084333,0.1194,0.0,297.414285714,297.614285714,293.631428571,300.1,295.8,26.2,79.74,0.0,15.0357142857,2.57142857143,25.8428571429,8.47142857143,32.2,20.0,17.8,25.0,0.8229838658936564,0.5680647467311558,14.46,14.5414285714,14.0442857143,14.7985714286,14.6714285714,13.6828571429,13.6157142857,16.2085714286,292.972857143,293.15,292.572857143,293.412857143,293.282857143,292.105714286,292.004285714,294.811428571,294.1,295.0,295.0,296.1,295.8,295.3,296.1,296.5,297.674285714,298.038571429,298.202857143,298.238571429,297.828571429,298.085714286,298.278571429,298.264285714,299.3,299.8,300.6,300.2,25.0571428571,24.7142857143,25.2428571429,24.9142857143,25.1571428571,24.6857142857,26.2,18.9,20.6,18.9,18.3,21.1,21.1,19.4,20.6,29.4,28.3,28.9,29.4,31.1,0.2099857,0.2517,0.2348857,0.26166,0.0886,0.2246,0.0,0.0,0.0,0.0,14.679047619033334,14.52035714285,14.459761904766667,14.367678571425,14.457857142859998,14.529642857141667,14.808367346942857,293.2514285713333,293.08178571425,293.0204761905,292.914107142875,292.99771428580004,293.06369047625,293.3536734694286,294.9666666666667,294.975,295.18,295.3333333333333,295.40000000000003,295.21250000000003,295.3,295.48333333333335,295.6642857142857,297.515535714125,297.6459999999,297.76714285708334,297.9254081632143,297.70714285725,297.8121428573,297.923809524,298.07040816342857,299.75,299.87,300.0083333333334,300.13571428571424,25.347619047633334,25.217857142875,25.117142857159998,25.138095238116666,25.0160714285875,25.100000000010002,25.139285714291663,25.333673469392856,19.833333333333332,19.6,19.339999999999996,19.633333333333336,19.725,20.0,20.133333333333336,20.314285714285717,30.76,30.53333333333333,30.1125,30.040000000000003,29.933333333333337,30.142857142857142,4.512499999999993,4.842857142857143,8.635,10.71142857142857,4.512499999999993,4.842857142857143,8.635,10.71142857142857
sj,1991,9,1991-02-26,0.1702,0.2086,0.13752,0.1914333,31.79,297.505714286,297.828571429,293.407142857,299.8,295.8,23.8,77.9771428571,31.79,14.7942857143,2.11428571429,25.2571428571,7.2,30.6,20.0,30.7,18.0,0.8854560256532098,0.4647231720437686,15.0357142857,14.46,14.5414285714,13.8785714286,14.7985714286,13.5114285714,15.9542857143,16.1614285714,293.631428571,292.972857143,293.15,292.382857143,293.412857143,291.907142857,294.558571429,294.782857143,295.8,294.1,295.0,296.0,296.1,293.9,296.0,296.7,297.422857143,297.06,298.297142857,298.542857143,297.657142857,297.135714286,298.378571429,298.685714286,299.3,299.0,300.9,300.8,25.1428571429,24.8285714286,24.7142857143,25.2428571429,24.3857142857,25.7142857143,25.9857142857,20.0,18.9,20.6,18.9,21.1,18.9,21.1,22.2,30.0,29.4,29.4,30.6,29.4,0.3027286,0.2099857,0.1253833,0.2668667,0.26166,0.33035,18.05,0.0,18.05,0.0,14.763333333333335,14.70785714285,14.459047619049999,14.528035714287501,14.341857142859999,14.415714285716668,14.668469387757142,293.337142857,293.29035714275,293.0195238095,293.101607142875,292.88257142860004,292.94904761908333,293.2130612245,295.23333333333335,295.175,295.14,295.28333333333336,295.40000000000003,295.45000000000005,295.28000000000003,295.40833333333336,295.5785714285715,297.571249999875,297.5668571428,297.6807142856667,297.78214285714284,297.793750000125,297.7571428573,297.85238095258336,297.9413265307857,299.85,299.76,299.925,300.00714285714287,25.414285714299996,25.325000000000003,25.22571428572,25.14047619048333,25.1250000000125,25.054285714289996,25.078571428575,25.22346938775714,19.633333333333333,19.875,19.68,19.45,19.8625,19.89,19.95,20.157142857142855,31.0,30.733333333333338,30.262500000000003,30.04,30.03333333333333,30.064285714285713,12.459999999999994,7.12,6.569,11.550714285714287,12.459999999999994,7.12,6.569,11.550714285714287
