city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,weekofyear_sin,weekofyear_cos,reanalysis_specific_humidity_g_per_kg_lag_1,reanalysis_specific_humidity_g_per_kg_lag_2,reanalysis_specific_humidity_g_per_kg_lag_3,reanalysis_specific_humidity_g_per_kg_lag_5,reanalysis_specific_humidity_g_per_kg_lag_6,reanalysis_specific_humidity_g_per_kg_lag_8,reanalysis_specific_humidity_g_per_kg_lag_10,reanalysis_specific_humidity_g_per_kg_lag_12,reanalysis_dew_point_temp_k_lag_1,reanalysis_dew_point_temp_k_lag_2,reanalysis_dew_point_temp_k_lag_3,reanalysis_dew_point_temp_k_lag_5,reanalysis_dew_point_temp_k_lag_6,reanalysis_dew_point_temp_k_lag_8,reanalysis_dew_point_temp_k_lag_10,reanalysis_dew_point_temp_k_lag_12,reanalysis_min_air_temp_k_lag_1,reanalysis_min_air_temp_k_lag_2,reanalysis_min_air_temp_k_lag_3,reanalysis_min_air_temp_k_lag_5,reanalysis_min_air_temp_k_lag_6,reanalysis_min_air_temp_k_lag_8,reanalysis_min_air_temp_k_lag_10,reanalysis_min_air_temp_k_lag_12,reanalysis_air_temp_k_lag_6,reanalysis_air_temp_k_lag_8,reanalysis_air_temp_k_lag_10,reanalysis_air_temp_k_lag_12,reanalysis_avg_temp_k_lag_6,reanalysis_avg_temp_k_lag_8,reanalysis_avg_temp_k_lag_10,reanalysis_avg_temp_k_lag_12,reanalysis_max_air_temp_k_lag_6,reanalysis_max_air_temp_k_lag_8,reanalysis_max_air_temp_k_lag_10,reanalysis_max_air_temp_k_lag_12,station_avg_temp_c_lag_2,station_avg_temp_c_lag_4,station_avg_temp_c_lag_5,station_avg_temp_c_lag_6,station_avg_temp_c_lag_8,station_avg_temp_c_lag_10,station_avg_temp_c_lag_12,station_min_temp_c_lag_1,station_min_temp_c_lag_2,station_min_temp_c_lag_3,station_min_temp_c_lag_4,station_min_temp_c_lag_6,station_min_temp_c_lag_8,station_min_temp_c_lag_10,station_min_temp_c_lag_12,station_max_temp_c_lag_4,station_max_temp_c_lag_6,station_max_temp_c_lag_8,station_max_temp_c_lag_10,station_max_temp_c_lag_12,ndvi_sw_lag_10,ndvi_sw_lag_11,ndvi_sw_lag_14,ndvi_nw_lag_10,ndvi_nw_lag_11,ndvi_nw_lag_14,precipitation_amt_mm_lag_2,precipitation_amt_mm_lag_3,reanalysis_sat_precip_amt_mm_lag_2,reanalysis_sat_precip_amt_mm_lag_3,reanalysis_specific_humidity_g_per_kg_lag_0_3_mean,reanalysis_specific_humidity_g_per_kg_lag_1_3_mean,reanalysis_specific_humidity_g_per_kg_lag_5_8_mean,reanalysis_specific_humidity_g_per_kg_lag_7_10_mean,reanalysis_specific_humidity_g_per_kg_lag_9_12_mean,reanalysis_dew_point_temp_k_lag_0_3_mean,reanalysis_dew_point_temp_k_lag_1_3_mean,reanalysis_dew_point_temp_k_lag_5_8_mean,reanalysis_dew_point_temp_k_lag_7_10_mean,reanalysis_dew_point_temp_k_lag_9_12_mean,reanalysis_min_air_temp_k_lag_0_3_mean,reanalysis_min_air_temp_k_lag_1_3_mean,reanalysis_min_air_temp_k_lag_5_8_mean,reanalysis_min_air_temp_k_lag_7_10_mean,reanalysis_min_air_temp_k_lag_9_12_mean,station_avg_temp_c_lag_1_3_mean,station_avg_temp_c_lag_5_8_mean,station_avg_temp_c_lag_7_10_mean,station_avg_temp_c_lag_9_12_mean,station_min_temp_c_lag_1_3_mean,station_min_temp_c_lag_5_8_mean,station_min_temp_c_lag_7_10_mean,station_min_temp_c_lag_9_12_mean,station_max_temp_c_lag_5_8_mean,station_max_temp_c_lag_7_10_mean,station_max_temp_c_lag_9_12_mean,precipitation_amt_mm_lag_0_3_mean,precipitation_amt_mm_lag_1_3_mean,precipitation_amt_mm_lag_2_5_mean,reanalysis_sat_precip_amt_mm_lag_0_3_mean,reanalysis_sat_precip_amt_mm_lag_1_3_mean,reanalysis_sat_precip_amt_mm_lag_2_5_mean,total_cases_lag_1,total_cases_lag_2,total_cases_lag_3,total_cases_lag_4,total_cases_lag_8,total_cases_lag_12,total_cases_lag_1_2_mean,total_cases_lag_1_2_max,total_cases_lag_1_4_mean,total_cases_lag_1_4_max,total_cases_lag_1_8_mean,total_cases_lag_1_8_max
sj,1994,47,1994-11-26,0.181940625,0.0547578125,0.17533706666666665,0.1941602,11.16,299.422857143,299.457142857,296.377142857,301.9,297.6,23.7,83.5028571429,11.16,17.8485714286,2.4,27.8571428571,7.6,33.9,23.3,49.3,359.0,-0.5680647467311559,0.8229838658936564,17.6442857143,16.9842857143,17.2642857143,17.1242857143,16.9,17.2485714286,17.3057142857,17.7057142857,296.174285714,295.58,295.845714286,295.685714286,295.481428571,295.821428571,295.907142857,296.295714286,297.5,297.2,298.3,298.3,297.8,297.7,298.2,298.7,299.638571429,299.508571429,299.951428571,300.392857143,299.621428571,299.642857143,300.057142857,300.535714286,302.9,301.8,302.2,302.7,27.3142857143,27.6714285714,28.5714285714,28.3285714286,28.0142857143,28.5571428571,29.4285714286,22.2,22.2,24.4,23.3,23.9,23.3,23.9,25.6,32.8,35.0,33.9,34.4,33.9,0.192925,0.2479714,0.22135,0.0742734375,0.076225,-0.0157,32.26,5.41,32.26,5.41,17.435357142875,17.29761904763333,17.004285714299996,17.163214285724997,17.471785714275,295.99428571425,295.8666666666666,295.58785714275,295.7632142855,296.07392857125,297.65,297.6666666666667,298.125,298.175,298.15,27.585714285699996,28.40714285715,28.414285714275003,28.910714285700003,22.933333333333334,23.874999999999996,23.999999999999996,24.575000000000003,34.575,33.725,33.45,20.25,23.280000000000033,56.19,20.25,23.280000000000033,56.19,364.0,410.0,353.0,333.0,395.0,179.0,387.0,410.0,365.0,410.0,390.375,461.0
sj,1994,48,1994-12-03,0.1943125,0.05280625,0.18332077333333333,0.19428372,17.52,298.851428571,298.85,294.812857143,300.7,296.3,27.4,78.56,17.52,16.1785714286,2.1,26.8857142857,7.57142857143,31.7,21.1,35.9,288.0,-0.4647231720437684,0.88545602565321,17.8485714286,17.6442857143,16.9842857143,17.6414285714,17.1242857143,16.7442857143,17.3542857143,17.5214285714,296.377142857,296.174285714,295.58,296.171428571,295.685714286,295.362857143,295.961428571,296.131428571,297.6,297.5,297.2,297.5,298.3,298.7,298.1,297.6,300.238571429,300.377142857,299.885714286,300.074285714,300.4,300.5,300.035714286,300.178571429,303.0,302.5,302.3,302.4,27.2857142857,28.1571428571,27.6714285714,28.5714285714,28.7142857143,28.3714285714,29.2857142857,23.3,22.2,22.2,24.4,23.9,24.4,24.4,24.4,32.2,35.0,34.4,32.2,33.3,0.19304852,0.192925,0.1767286,0.07232187500000001,0.0742734375,0.130825,32.17,32.26,32.17,32.26,17.16392857145,17.492380952399998,17.1025,17.0617857143,17.3575,295.7360714285,296.04380952366665,295.67535714275,295.65678571399997,295.9553571425,297.15000000000003,297.43333333333334,298.075,298.075,297.9,27.4857142857,28.321428571425,28.357142857150002,28.557142857125,22.566666666666666,23.875,24.0,24.0,34.3,33.875,33.45,23.277500000000003,25.1966666666667,45.34,23.277500000000003,25.1966666666667,45.34,359.0,364.0,410.0,353.0,426.0,202.0,361.5,364.0,371.5,410.0,385.875,461.0
sj,1994,49,1994-12-10,0.206684375,0.050854687499999995,0.19130448,0.19440724,45.95,297.808571429,297.95,295.204285714,299.4,296.6,106.09,85.57,45.95,16.58,1.5,26.3714285714,6.18571428571,30.0,22.2,58.2,221.0,-0.35460488704253595,0.9350162426854147,16.1785714286,17.8485714286,17.6442857143,17.2642857143,17.6414285714,16.9,17.2485714286,17.3057142857,294.812857143,296.377142857,296.174285714,295.845714286,296.171428571,295.481428571,295.821428571,295.907142857,296.3,297.6,297.5,298.3,297.5,297.8,297.7,298.2,298.811428571,299.638571429,299.508571429,299.951428571,298.857142857,299.621428571,299.642857143,300.057142857,300.5,302.9,301.8,302.2,27.8571428571,27.3142857143,28.1571428571,27.6714285714,28.3285714286,28.0142857143,28.5571428571,21.1,23.3,22.2,22.2,23.3,23.9,23.3,23.9,31.7,32.8,35.0,33.9,34.4,0.19317204000000002,0.19304852,0.2040857,0.0703703125,0.07232187500000001,0.14525,11.16,32.17,11.16,32.17,17.062857142875,17.223809523833335,17.2325,17.004285714299996,17.163214285724997,295.642142857,295.78809523800004,295.7960714285,295.58785714275,295.7632142855,297.0,297.1333333333334,297.975,298.125,298.175,27.342857142833335,28.182142857124997,28.40714285715,28.414285714275003,22.2,23.875,23.874999999999996,23.999999999999996,33.75,34.575,33.725,26.700000000000003,20.283333333333367,20.25,26.700000000000003,20.283333333333367,20.25,288.0,359.0,364.0,410.0,461.0,272.0,323.5,359.0,355.25,410.0,368.625,461.0
sj,1994,50,1994-12-17,0.21905624999999998,0.048903125,0.19928818666666667,0.19453076,0.0,298.624285714,298.742857143,293.938571429,300.5,297.2,16.5,75.4557142857,0.0,15.3271428571,2.28571428571,26.5857142857,7.47142857143,31.7,21.7,7.4,149.0,-0.2393156642875578,0.970941817426052,16.58,16.1785714286,17.8485714286,16.9842857143,17.2642857143,17.1242857143,16.7442857143,17.3542857143,295.204285714,294.812857143,296.377142857,295.58,295.845714286,295.685714286,295.362857143,295.961428571,296.6,296.3,297.6,297.2,298.3,298.3,298.7,298.1,299.867142857,300.238571429,300.377142857,299.885714286,300.05,300.4,300.5,300.035714286,301.9,303.0,302.5,302.3,26.8857142857,27.2857142857,27.3142857143,28.1571428571,28.5714285714,28.7142857143,28.3714285714,22.2,21.1,23.3,22.2,24.4,23.9,24.4,24.4,32.8,32.2,35.0,34.4,32.2,0.19329556,0.19317204000000002,0.2479714,0.06841875,0.0703703125,0.076225,17.52,11.16,17.52,11.16,16.483571428575,16.869047619066663,17.253571428575,17.1025,17.0617857143,295.08321428575,295.46476190466666,295.82071428575,295.67535714275,295.65678571399997,296.925,296.8333333333333,297.82500000000005,298.075,298.075,27.03809523806667,27.928571428549997,28.321428571425,28.357142857150002,22.2,23.45,23.875,24.0,32.925,34.3,33.875,18.6575,24.876666666666704,23.277500000000003,18.6575,24.876666666666704,23.277500000000003,221.0,288.0,359.0,364.0,381.0,302.0,254.5,288.0,308.0,364.0,338.625,410.0
sj,1994,51,1994-12-24,0.23142812499999998,0.0469515625,0.20727189333333335,0.19465428,0.0,298.581428571,298.692857143,294.211428571,300.6,296.9,12.2,76.9142857143,0.0,15.5957142857,2.72857142857,26.6428571429,8.18571428571,31.7,22.2,12.9,112.0,-0.12053668025532363,0.992708874098054,15.3271428571,16.58,16.1785714286,17.6442857143,16.9842857143,17.6414285714,16.9,17.2485714286,293.938571429,295.204285714,294.812857143,296.174285714,295.58,296.171428571,295.481428571,295.821428571,297.2,296.6,296.3,297.5,297.2,297.5,297.8,297.7,299.297142857,298.811428571,299.638571429,299.508571429,299.128571429,298.857142857,299.621428571,299.642857143,301.5,300.5,302.9,301.8,26.3714285714,27.8571428571,27.2857142857,27.3142857143,27.6714285714,28.3285714286,28.0142857143,21.7,22.2,21.1,23.3,22.2,23.3,23.9,23.3,33.9,31.7,32.8,35.0,33.9,0.19341908000000002,0.19329556,0.192925,0.0664671875,0.06841875,0.0742734375,45.95,17.52,45.95,17.52,15.92035714285,16.028571428566664,17.383571428575,17.2325,17.004285714299996,294.54178571424995,294.65190476199996,295.94285714275,295.7960714285,295.58785714275,296.75,296.7,297.625,297.975,298.125,26.614285714266668,27.607142857124998,28.182142857124997,28.40714285715,21.666666666666668,23.025,23.875,23.874999999999996,32.375,33.75,34.575,15.867500000000001,21.156666666666702,26.700000000000003,15.867500000000001,21.156666666666702,26.700000000000003,149.0,221.0,288.0,359.0,333.0,395.0,185.0,221.0,254.25,359.0,309.625,410.0
sj,1995,52,1995-01-01,0.2438,0.045,0.2152556,0.1947778,71.43,298.838571429,299.107142857,295.674285714,301.5,296.7,30.4,82.8671428571,71.43,17.0671428571,3.27142857143,27.3142857143,8.74285714286,32.8,22.2,9.2,154.0,6.432490598706546e-16,1.0,15.5957142857,15.3271428571,16.58,17.8485714286,17.6442857143,17.2642857143,17.1242857143,16.7442857143,294.211428571,293.938571429,295.204285714,296.377142857,296.174285714,295.845714286,295.685714286,295.362857143,296.9,297.2,296.6,297.6,297.5,298.3,298.3,298.7,299.198571429,299.867142857,300.238571429,300.377142857,299.3,300.05,300.4,300.5,302.2,301.9,303.0,302.5,26.5857142857,26.8857142857,27.8571428571,27.2857142857,28.1571428571,28.5714285714,28.7142857143,22.2,21.7,22.2,21.1,22.2,24.4,23.9,24.4,31.7,32.8,32.2,35.0,34.4,0.1935426,0.19341908000000002,0.19304852,0.064515625,0.0664671875,0.07232187500000001,0.0,45.95,0.0,45.95,16.142499999975,15.834285714266663,17.435357142875,17.253571428575,17.1025,294.75714285699996,294.45142857133334,295.99428571425,295.82071428575,295.67535714275,296.85,296.9,297.65,297.82500000000005,298.075,26.53333333333333,27.65357142855,27.928571428549997,28.321428571425,22.03333333333333,23.025,23.45,23.875,32.65,32.925,34.3,29.345000000000002,15.3166666666667,18.6575,29.345000000000002,15.3166666666667,18.6575,112.0,149.0,221.0,288.0,353.0,426.0,130.5,149.0,192.5,288.0,282.0,410.0
sj,1995,1,1995-01-08,0.223075,0.2193333,0.2886167,0.2587429,0.0,297.33,297.4,292.734285714,300.1,294.7,12.5,75.8385714286,0.0,14.25,2.37142857143,25.7,7.68571428571,31.7,20.0,40.4,91.0,0.12053668025532305,0.992708874098054,17.0671428571,15.5957142857,15.3271428571,16.1785714286,17.8485714286,16.9842857143,17.6414285714,16.9,295.674285714,294.211428571,293.938571429,294.812857143,296.377142857,295.58,296.171428571,295.481428571,296.7,296.9,297.2,296.3,297.6,297.2,297.5,297.8,299.422857143,299.297142857,298.811428571,299.638571429,299.457142857,299.128571429,298.857142857,299.621428571,301.9,301.5,300.5,302.9,26.6428571429,26.3714285714,26.8857142857,27.8571428571,27.3142857143,27.6714285714,28.3285714286,22.2,22.2,21.7,22.2,23.3,22.2,23.3,23.9,30.0,33.9,31.7,32.8,35.0,0.19366612,0.1935426,0.19317204000000002,0.0625640625,0.064515625,0.0703703125,0.0,0.0,0.0,0.0,15.559999999975,15.996666666633331,17.16392857145,17.383571428575,17.2325,294.139642857,294.608095238,295.7360714285,295.94285714275,295.7960714285,296.375,296.93333333333334,297.15000000000003,297.625,297.975,26.84761904763333,27.3357142857,27.607142857124998,28.182142857124997,22.03333333333333,22.2,23.025,23.875,32.525,32.375,33.75,17.8575,23.810000000000034,15.867500000000001,17.8575,23.810000000000034,15.867500000000001,154.0,112.0,149.0,221.0,410.0,461.0,133.0,154.0,159.0,221.0,257.125,410.0
sj,1995,2,1995-01-15,0.0518875,0.1416333,0.1755714,0.1716143,0.0,298.284285714,298.45,293.308571429,299.9,296.8,3.59,74.0471428571,0.0,14.6985714286,2.35714285714,25.7714285714,7.68571428571,30.0,21.7,10.5,72.0,0.23931566428755774,0.970941817426052,14.25,17.0671428571,15.5957142857,16.58,16.1785714286,17.6442857143,17.2642857143,17.1242857143,292.734285714,295.674285714,294.211428571,295.204285714,294.812857143,296.174285714,295.845714286,295.685714286,294.7,296.7,296.9,296.6,296.3,297.5,298.3,298.3,298.851428571,299.198571429,299.867142857,300.238571429,298.85,299.3,300.05,300.4,300.7,302.2,301.9,303.0,27.3142857143,26.5857142857,26.3714285714,26.8857142857,27.2857142857,28.1571428571,28.5714285714,20.0,22.2,22.2,21.7,21.1,22.2,24.4,23.9,31.7,31.7,32.8,32.2,35.0,0.19378964,0.19366612,0.19329556,0.0606125,0.0625640625,0.06841875,71.43,0.0,71.43,0.0,15.40285714285,15.637619047599998,17.062857142875,17.435357142875,17.253571428575,293.982142857,294.2066666663333,295.642142857,295.99428571425,295.82071428575,296.275,296.09999999999997,297.0,297.65,297.82500000000005,26.5523809524,27.099999999975,27.65357142855,27.928571428549997,21.466666666666665,22.2,23.025,23.45,32.1,32.65,32.925,17.8575,23.810000000000034,29.345000000000002,17.8575,23.810000000000034,29.345000000000002,91.0,154.0,112.0,149.0,364.0,381.0,122.5,154.0,126.5,154.0,217.25,364.0
sj,1995,3,1995-01-22,-0.1193,-0.0359,0.2122571,0.2293714,37.99,296.584285714,296.707142857,292.83,299.1,295.0,32.88,79.5528571429,37.99,14.2814285714,1.78571428571,24.7571428571,7.11428571429,28.9,20.0,29.0,56.0,0.3546048870425356,0.9350162426854148,14.6985714286,14.25,17.0671428571,15.3271428571,16.58,17.8485714286,16.9842857143,17.6414285714,293.308571429,292.734285714,295.674285714,293.938571429,295.204285714,296.377142857,295.58,296.171428571,296.8,294.7,296.7,297.2,296.6,297.6,297.2,297.5,297.808571429,299.422857143,299.297142857,298.811428571,297.95,299.457142857,299.128571429,298.857142857,299.4,301.9,301.5,300.5,25.7,26.6428571429,26.5857142857,26.3714285714,27.8571428571,27.3142857143,27.6714285714,21.7,20.0,22.2,22.2,22.2,23.3,22.2,23.3,31.7,30.0,33.9,31.7,32.8,0.19391316,0.19378964,0.19341908000000002,0.058660937499999996,0.0606125,0.0664671875,0.0,71.43,0.0,71.43,15.074285714275,15.338571428566665,16.483571428575,17.16392857145,17.383571428575,293.63678571425,293.90571428566665,295.08321428575,295.7360714285,295.94285714275,295.8,296.06666666666666,296.925,297.15000000000003,297.625,26.261904761900002,26.924999999975,27.3357142857,27.607142857124998,21.3,22.075,22.2,23.025,31.825,32.525,32.375,27.355000000000004,23.810000000000034,17.8575,27.355000000000004,23.810000000000034,17.8575,72.0,91.0,154.0,112.0,359.0,333.0,81.5,91.0,107.25,154.0,180.75,359.0
sj,1995,4,1995-01-29,0.05175,0.1268,0.1772286,0.1340714,0.0,297.592857143,298.014285714,293.532857143,300.5,295.0,6.2,78.33,0.0,14.9471428571,3.62857142857,26.1285714286,9.04285714286,32.8,20.6,9.9,46.0,0.4647231720437685,0.8854560256532099,14.2814285714,14.6985714286,14.25,15.5957142857,15.3271428571,16.1785714286,17.6442857143,17.2642857143,292.83,293.308571429,292.734285714,294.211428571,293.938571429,294.812857143,296.174285714,295.845714286,295.0,296.8,294.7,296.9,297.2,296.3,297.5,298.3,298.624285714,298.851428571,299.198571429,299.867142857,298.742857143,298.85,299.3,300.05,300.5,300.7,302.2,301.9,25.7714285714,27.3142857143,26.6428571429,26.5857142857,26.8857142857,27.2857142857,28.1571428571,20.0,21.7,20.0,22.2,21.7,21.1,22.2,24.4,32.8,31.7,31.7,32.8,32.2,0.19403668000000002,0.19391316,0.1935426,0.056709375,0.058660937499999996,0.064515625,0.0,0.0,0.0,0.0,14.544285714274999,14.409999999999997,15.92035714285,17.062857142875,17.435357142875,293.1014285715,292.95761904766664,294.54178571424995,295.642142857,295.99428571425,295.375,295.5,296.75,297.0,297.65,25.4095238095,26.621428571425,27.099999999975,27.65357142855,20.566666666666666,21.799999999999997,22.2,23.025,31.275000000000002,32.1,32.65,9.4975,12.663333333333368,17.8575,9.4975,12.663333333333368,17.8575,56.0,72.0,91.0,154.0,288.0,353.0,64.0,72.0,93.25,154.0,142.875,288.0
sj,1995,5,1995-02-05,0.042041665,0.1449,0.21726,0.2099429,0.0,297.35,297.65,293.91,300.2,295.6,43.3,81.4042857143,0.0,15.2742857143,2.15714285714,25.5,7.28571428571,31.7,21.1,26.9,37.0,0.5680647467311558,0.8229838658936564,14.9471428571,14.2814285714,14.6985714286,17.0671428571,15.5957142857,16.58,17.8485714286,16.9842857143,293.532857143,292.83,293.308571429,295.674285714,294.211428571,295.204285714,296.377142857,295.58,295.0,295.0,296.8,296.7,296.9,296.6,297.6,297.2,298.581428571,297.808571429,299.422857143,299.297142857,298.692857143,297.95,299.457142857,299.128571429,300.6,299.4,301.9,301.5,24.7571428571,25.7,27.3142857143,26.6428571429,26.3714285714,27.8571428571,27.3142857143,20.6,20.0,21.7,20.0,22.2,22.2,23.3,22.2,31.7,31.7,30.0,33.9,31.7,0.1941602,0.19403668000000002,0.19366612,0.0547578125,0.056709375,0.0625640625,37.99,0.0,37.99,0.0,14.80035714285,14.642380952366665,16.142499999975,16.483571428575,17.16392857145,293.395357143,293.223809524,294.75714285699996,295.08321428575,295.7360714285,295.6,295.59999999999997,296.85,296.925,297.15000000000003,25.552380952366665,26.728571428575,26.924999999975,27.3357142857,20.76666666666667,22.075,22.075,22.2,31.55,31.825,32.525,9.4975,12.663333333333368,27.355000000000004,9.4975,12.663333333333368,27.355000000000004,46.0,56.0,72.0,91.0,221.0,410.0,51.0,56.0,66.25,91.0,112.625,221.0
sj,1995,6,1995-02-12,0.03233333,0.059325,0.1748857,0.1713857,0.0,297.855714286,298.014285714,293.025714286,300.5,295.2,3.6,74.6557142857,0.0,14.46,3.8,26.0857142857,9.61428571429,32.8,20.0,0.0,26.0,0.6631226582407952,0.7485107481711011,15.2742857143,14.9471428571,14.2814285714,14.25,17.0671428571,15.3271428571,16.1785714286,17.6442857143,293.91,293.532857143,292.83,292.734285714,295.674285714,293.938571429,294.812857143,296.174285714,295.6,295.0,295.0,294.7,296.7,297.2,296.3,297.5,298.838571429,298.624285714,298.851428571,299.198571429,299.107142857,298.742857143,298.85,299.3,301.5,300.5,300.7,302.2,26.1285714286,25.7714285714,25.7,27.3142857143,26.5857142857,26.8857142857,27.2857142857,21.1,20.6,20.0,21.7,22.2,21.7,21.1,22.2,30.0,32.8,31.7,31.7,32.8,0.19428372,0.1941602,0.19378964,0.05280625,0.0547578125,0.0606125,0.0,37.99,0.0,37.99,14.740714285700001,14.834285714266665,15.559999999975,15.92035714285,17.062857142875,293.32464285725,293.42428571433334,294.139642857,294.54178571424995,295.642142857,295.20000000000005,295.20000000000005,296.375,296.75,297.0,25.4619047619,26.560714285725,26.621428571425,27.099999999975,20.566666666666666,21.525,21.799999999999997,22.2,31.975,31.275000000000002,32.1,9.4975,12.663333333333368,9.4975,9.4975,12.663333333333368,9.4975,37.0,46.0,56.0,72.0,149.0,364.0,41.5,46.0,52.75,72.0,89.625,154.0
sj,1995,7,1995-02-19,0.0614,0.062095835,0.1753143,0.2123286,0.0,298.221428571,298.464285714,293.882857143,300.5,295.8,10.07,77.0214285714,0.0,15.2271428571,2.81428571429,26.6285714286,8.65714285714,32.2,20.6,2.8,17.0,0.7485107481711011,0.6631226582407953,14.46,15.2742857143,14.9471428571,14.6985714286,14.25,15.5957142857,16.58,17.8485714286,293.025714286,293.91,293.532857143,293.308571429,292.734285714,294.211428571,295.204285714,296.377142857,295.2,295.6,295.0,296.8,294.7,296.9,296.6,297.6,297.33,298.581428571,297.808571429,299.422857143,297.4,298.692857143,297.95,299.457142857,300.1,300.6,299.4,301.9,25.5,24.7571428571,25.7714285714,25.7,26.6428571429,26.3714285714,27.8571428571,20.0,21.1,20.6,20.0,20.0,22.2,22.2,23.3,28.9,31.7,31.7,30.0,33.9,0.19440724,0.19428372,0.19391316,0.050854687499999995,0.05280625,0.058660937499999996,0.0,0.0,0.0,0.0,14.977142857125001,14.893809523799996,15.40285714285,16.142499999975,16.483571428575,293.587857143,293.4895238096667,293.982142857,294.75714285699996,295.08321428575,295.40000000000003,295.2666666666667,296.275,296.85,296.925,25.90476190476667,26.357142857150002,26.728571428575,26.924999999975,20.566666666666666,21.525,22.075,22.075,31.55,31.55,31.825,0.0,0.0,9.4975,0.0,0.0,9.4975,26.0,37.0,46.0,56.0,112.0,359.0,31.5,37.0,41.25,56.0,74.25,154.0
sj,1995,8,1995-02-26,0.0935,0.06486667,0.1020143,0.1254143,0.0,297.508571429,297.514285714,293.132857143,299.4,295.9,29.08,76.6342857143,0.0,14.53,1.97142857143,25.9285714286,7.28571428571,31.7,21.7,29.5,17.0,0.8229838658936564,0.5680647467311558,15.2271428571,14.46,15.2742857143,14.2814285714,14.6985714286,17.0671428571,15.3271428571,16.1785714286,293.882857143,293.025714286,293.91,292.83,293.308571429,295.674285714,293.938571429,294.812857143,295.8,295.2,295.6,295.0,296.8,296.7,297.2,296.3,298.284285714,298.838571429,298.624285714,298.851428571,298.45,299.107142857,298.742857143,298.85,299.9,301.5,300.5,300.7,26.0857142857,26.1285714286,24.7571428571,25.7714285714,27.3142857143,26.5857142857,26.8857142857,20.6,20.0,21.1,20.6,21.7,22.2,21.7,21.1,32.8,30.0,32.8,31.7,31.7,0.19453076,0.19440724,0.19403668000000002,0.048903125,0.050854687499999995,0.056709375,0.0,0.0,0.0,0.0,14.872857142850002,14.98714285713333,15.074285714275,15.559999999975,15.92035714285,293.48785714300004,293.6061904763333,293.63678571425,294.139642857,294.54178571424995,295.625,295.5333333333333,295.8,296.375,296.75,26.071428571433334,25.8857142857,26.560714285725,26.621428571425,20.566666666666666,20.975,21.525,21.799999999999997,30.849999999999998,31.975,31.275000000000002,0.0,0.0,9.4975,0.0,0.0,9.4975,17.0,26.0,37.0,46.0,154.0,288.0,21.5,26.0,31.5,46.0,62.375,154.0
sj,1995,9,1995-03-05,0.07355,0.06865,0.12292,0.10996,0.0,297.175714286,297.257142857,293.444285714,299.5,295.4,50.73,79.8171428571,0.0,14.8528571429,2.42857142857,25.2428571429,8.4,30.6,20.0,51.7,20.0,0.8854560256532098,0.4647231720437686,14.53,15.2271428571,14.46,14.9471428571,14.2814285714,14.25,15.5957142857,16.58,293.132857143,293.882857143,293.025714286,293.532857143,292.83,292.734285714,294.211428571,295.204285714,295.9,295.8,295.2,295.0,295.0,294.7,296.9,296.6,296.584285714,297.33,298.581428571,297.808571429,296.707142857,297.4,298.692857143,297.95,299.1,300.1,300.6,299.4,26.6285714286,25.5,26.1285714286,24.7571428571,25.7,26.6428571429,26.3714285714,21.7,20.6,20.0,21.1,20.0,20.0,22.2,22.2,31.7,28.9,31.7,31.7,30.0,0.19465428,0.19453076,0.1941602,0.0469515625,0.048903125,0.0547578125,0.0,0.0,0.0,0.0,14.767499999999998,14.73904761903333,14.544285714274999,15.40285714285,16.142499999975,293.3714285715,293.3471428573334,293.1014285715,293.982142857,294.75714285699996,295.575,295.6333333333334,295.375,296.275,296.85,26.2142857143,25.589285714275,26.357142857150002,26.728571428575,20.766666666666666,20.575,21.525,22.075,30.849999999999998,31.55,31.55,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,26.0,37.0,91.0,221.0,17.0,17.0,24.25,37.0,45.25,91.0
