city,transform,feature_group,feature,generated_feature,parameter_weeks,source_analysis_type,pearson_corr,abs_pearson_corr,best_abs_pearson_corr,relative_to_best,city_abs_corr_threshold,selection_cutoff_abs_corr,monthly_lag_months,monthly_selection_rank_within_feature
iq,lag,precipitation,precipitation_amt_mm,precipitation_amt_mm_lag_41,41,monthly_lag,0.2768616129573283,0.2768616129573283,0.2768616129573283,1.0,0.1,0.2491754516615955,10.0,1.0
iq,lag,precipitation,precipitation_amt_mm,precipitation_amt_mm_lag_47,47,monthly_lag,0.2636197308253178,0.2636197308253178,0.2768616129573283,0.9521714766067934,0.1,0.2491754516615955,12.0,2.0
iq,lag,precipitation,precipitation_amt_mm,precipitation_amt_mm_lag_48,48,monthly_lag,0.2636197308253178,0.2636197308253178,0.2768616129573283,0.9521714766067934,0.1,0.2491754516615955,12.0,2.0
iq,lag,precipitation,precipitation_amt_mm,precipitation_amt_mm_lag_49,49,monthly_lag,0.2636197308253178,0.2636197308253178,0.2768616129573283,0.9521714766067934,0.1,0.2491754516615955,12.0,2.0
iq,rolling_mean,precipitation,precipitation_amt_mm,precipitation_amt_mm_rolling_6_mean,6,rolling,0.1579408377475723,0.1579408377475723,0.1613744585417006,0.978722650256075,0.15,0.1533057356146156,,
iq,rolling_mean,precipitation,precipitation_amt_mm,precipitation_amt_mm_rolling_7_mean,7,rolling,0.1613744585417006,0.1613744585417006,0.1613744585417006,1.0,0.15,0.1533057356146156,,
iq,lag,reanalysis,reanalysis_air_temp_k,reanalysis_air_temp_k_lag_55,55,monthly_lag,0.3142459790512246,0.3142459790512246,0.3142459790512246,1.0,0.1,0.2828213811461021,14.0,1.0
iq,lag,reanalysis,reanalysis_air_temp_k,reanalysis_air_temp_k_lag_56,56,monthly_lag,0.3142459790512246,0.3142459790512246,0.3142459790512246,1.0,0.1,0.2828213811461021,14.0,1.0
iq,lag,reanalysis,reanalysis_air_temp_k,reanalysis_air_temp_k_lag_57,57,monthly_lag,0.3142459790512246,0.3142459790512246,0.3142459790512246,1.0,0.1,0.2828213811461021,14.0,1.0
iq,lag,reanalysis,reanalysis_air_temp_k,reanalysis_air_temp_k_lag_7,7,lag,0.1509173176219611,0.1509173176219611,0.1509173176219611,1.0,0.15,0.15,,
iq,rolling_mean,reanalysis,reanalysis_air_temp_k,reanalysis_air_temp_k_rolling_12_mean,12,rolling,0.1956454320160351,0.1956454320160351,0.197869360257771,0.9887606234798622,0.15,0.1879758922448824,,
iq,rolling_mean,reanalysis,reanalysis_air_temp_k,reanalysis_air_temp_k_rolling_13_mean,13,rolling,0.1975172706276421,0.1975172706276421,0.197869360257771,0.9982205954996256,0.15,0.1879758922448824,,
iq,rolling_mean,reanalysis,reanalysis_air_temp_k,reanalysis_air_temp_k_rolling_14_mean,14,rolling,0.197869360257771,0.197869360257771,0.197869360257771,1.0,0.15,0.1879758922448824,,
iq,lag,reanalysis,reanalysis_avg_temp_k,reanalysis_avg_temp_k_lag_51,51,monthly_lag,0.2895046666276787,0.2895046666276787,0.3147963052162023,0.9196571301205291,0.1,0.28331667469458205,13.0,2.0
iq,lag,reanalysis,reanalysis_avg_temp_k,reanalysis_avg_temp_k_lag_52,52,monthly_lag,0.2895046666276787,0.2895046666276787,0.3147963052162023,0.9196571301205291,0.1,0.28331667469458205,13.0,2.0
iq,lag,reanalysis,reanalysis_avg_temp_k,reanalysis_avg_temp_k_lag_53,53,monthly_lag,0.2895046666276787,0.2895046666276787,0.3147963052162023,0.9196571301205291,0.1,0.28331667469458205,13.0,2.0
iq,lag,reanalysis,reanalysis_avg_temp_k,reanalysis_avg_temp_k_lag_55,55,monthly_lag,0.3147963052162023,0.3147963052162023,0.3147963052162023,1.0,0.1,0.28331667469458205,14.0,1.0
iq,lag,reanalysis,reanalysis_avg_temp_k,reanalysis_avg_temp_k_lag_56,56,monthly_lag,0.3147963052162023,0.3147963052162023,0.3147963052162023,1.0,0.1,0.28331667469458205,14.0,1.0
iq,lag,reanalysis,reanalysis_avg_temp_k,reanalysis_avg_temp_k_lag_57,57,monthly_lag,0.3147963052162023,0.3147963052162023,0.3147963052162023,1.0,0.1,0.28331667469458205,14.0,1.0
iq,rolling_mean,reanalysis,reanalysis_avg_temp_k,reanalysis_avg_temp_k_rolling_12_mean,12,rolling,0.185695434784818,0.185695434784818,0.1925582637025236,0.9643597278779592,0.15,0.1829303505173974,,
iq,rolling_mean,reanalysis,reanalysis_avg_temp_k,reanalysis_avg_temp_k_rolling_13_mean,13,rolling,0.1898170904776452,0.1898170904776452,0.1925582637025236,0.9857644477459916,0.15,0.1829303505173974,,
iq,rolling_mean,reanalysis,reanalysis_avg_temp_k,reanalysis_avg_temp_k_rolling_14_mean,14,rolling,0.1925582637025236,0.1925582637025236,0.1925582637025236,1.0,0.15,0.1829303505173974,,
iq,raw,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k,0,lag,0.2291831871266377,0.2291831871266377,0.2291831871266377,1.0,0.15,0.2177240277703058,,
iq,lag,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_lag_1,1,lag,0.2209806009287228,0.2209806009287228,0.2291831871266377,0.9642094767039676,0.15,0.2177240277703058,,
iq,lag,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_lag_43,43,monthly_lag,0.2921327719253626,0.2921327719253626,0.3216217183652136,0.9083117067163816,0.1,0.2894595465286922,11.0,3.0
iq,lag,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_lag_44,44,monthly_lag,0.2921327719253626,0.2921327719253626,0.3216217183652136,0.9083117067163816,0.1,0.2894595465286922,11.0,3.0
iq,lag,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_lag_45,45,monthly_lag,0.2921327719253626,0.2921327719253626,0.3216217183652136,0.9083117067163816,0.1,0.2894595465286922,11.0,3.0
iq,lag,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_lag_47,47,monthly_lag,0.3216217183652136,0.3216217183652136,0.3216217183652136,1.0,0.1,0.2894595465286922,12.0,1.0
iq,lag,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_lag_48,48,monthly_lag,0.3216217183652136,0.3216217183652136,0.3216217183652136,1.0,0.1,0.2894595465286922,12.0,1.0
iq,lag,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_lag_49,49,monthly_lag,0.3216217183652136,0.3216217183652136,0.3216217183652136,1.0,0.1,0.2894595465286922,12.0,1.0
iq,rolling_mean,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_rolling_3_mean,3,rolling,0.2527371839433338,0.2527371839433338,0.2547988668827405,0.9919085867035844,0.15,0.2420589235386034,,
iq,rolling_mean,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_rolling_4_mean,4,rolling,0.2547988668827405,0.2547988668827405,0.2547988668827405,1.0,0.15,0.2420589235386034,,
iq,rolling_mean,reanalysis,reanalysis_dew_point_temp_k,reanalysis_dew_point_temp_k_rolling_6_mean,6,rolling,0.2483775551692996,0.2483775551692996,0.2547988668827405,0.974798507575797,0.15,0.2420589235386034,,
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_31,31,monthly_lag,-0.3280196920789278,0.3280196920789278,0.3280196920789278,1.0,0.1,0.29521772287103504,8.0,1.0
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_32,32,monthly_lag,-0.3280196920789278,0.3280196920789278,0.3280196920789278,1.0,0.1,0.29521772287103504,8.0,1.0
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_33,33,monthly_lag,-0.3280196920789278,0.3280196920789278,0.3280196920789278,1.0,0.1,0.29521772287103504,8.0,1.0
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_35,35,monthly_lag,-0.3014107033231727,0.3014107033231727,0.3280196920789278,0.9188799044742947,0.1,0.29521772287103504,9.0,2.0
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_36,36,monthly_lag,-0.3014107033231727,0.3014107033231727,0.3280196920789278,0.9188799044742947,0.1,0.29521772287103504,9.0,2.0
iq,lag,reanalysis,reanalysis_max_air_temp_k,reanalysis_max_air_temp_k_lag_37,37,monthly_lag,-0.3014107033231727,0.3014107033231727,0.3280196920789278,0.9188799044742947,0.1,0.29521772287103504,9.0,2.0
iq,raw,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k,0,lag,0.2116788224683337,0.2116788224683337,0.2116788224683337,1.0,0.15,0.201094881344917,,
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_2,2,lag,0.2051726604487855,0.2051726604487855,0.2116788224683337,0.96926399181703,0.15,0.201094881344917,,
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_43,43,monthly_lag,0.3461157545446598,0.3461157545446598,0.3461157545446598,1.0,0.1,0.31150417909019384,11.0,1.0
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_44,44,monthly_lag,0.3461157545446598,0.3461157545446598,0.3461157545446598,1.0,0.1,0.31150417909019384,11.0,1.0
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_45,45,monthly_lag,0.3461157545446598,0.3461157545446598,0.3461157545446598,1.0,0.1,0.31150417909019384,11.0,1.0
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_47,47,monthly_lag,0.3439515144294622,0.3439515144294622,0.3461157545446598,0.9937470626899234,0.1,0.31150417909019384,12.0,2.0
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_48,48,monthly_lag,0.3439515144294622,0.3439515144294622,0.3461157545446598,0.9937470626899234,0.1,0.31150417909019384,12.0,2.0
iq,lag,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_lag_49,49,monthly_lag,0.3439515144294622,0.3439515144294622,0.3461157545446598,0.9937470626899234,0.1,0.31150417909019384,12.0,2.0
iq,rolling_mean,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_6_mean,6,rolling,0.2616343523579084,0.2616343523579084,0.2616343523579084,1.0,0.15,0.2485526347400129,,
iq,rolling_mean,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_7_mean,7,rolling,0.26060968894701,0.26060968894701,0.2616343523579084,0.9960836052236112,0.15,0.2485526347400129,,
iq,rolling_mean,reanalysis,reanalysis_min_air_temp_k,reanalysis_min_air_temp_k_rolling_8_mean,8,rolling,0.2589914254862054,0.2589914254862054,0.2616343523579084,0.989898395039167,0.15,0.2485526347400129,,
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_47,47,monthly_lag,0.2960832047074659,0.2960832047074659,0.2960832047074659,1.0,0.1,0.26647488423671933,12.0,1.0
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_48,48,monthly_lag,0.2960832047074659,0.2960832047074659,0.2960832047074659,1.0,0.1,0.26647488423671933,12.0,1.0
iq,lag,reanalysis,reanalysis_precip_amt_kg_per_m2,reanalysis_precip_amt_kg_per_m2_lag_49,49,monthly_lag,0.2960832047074659,0.2960832047074659,0.2960832047074659,1.0,0.1,0.26647488423671933,12.0,1.0
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_35,35,monthly_lag,0.2835096937162177,0.2835096937162177,0.2835096937162177,1.0,0.1,0.25515872434459597,9.0,1.0
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_36,36,monthly_lag,0.2835096937162177,0.2835096937162177,0.2835096937162177,1.0,0.1,0.25515872434459597,9.0,1.0
iq,lag,reanalysis,reanalysis_relative_humidity_percent,reanalysis_relative_humidity_percent_lag_37,37,monthly_lag,0.2835096937162177,0.2835096937162177,0.2835096937162177,1.0,0.1,0.25515872434459597,9.0,1.0
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_19,19,monthly_lag,-0.26030606741782,0.26030606741782,0.2768616129573283,0.940202813374276,0.1,0.2491754516615955,5.0,3.0
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_20,20,monthly_lag,-0.26030606741782,0.26030606741782,0.2768616129573283,0.940202813374276,0.1,0.2491754516615955,5.0,3.0
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_21,21,monthly_lag,-0.26030606741782,0.26030606741782,0.2768616129573283,0.940202813374276,0.1,0.2491754516615955,5.0,3.0
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_39,39,monthly_lag,0.2768616129573283,0.2768616129573283,0.2768616129573283,1.0,0.1,0.2491754516615955,10.0,1.0
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_40,40,monthly_lag,0.2768616129573283,0.2768616129573283,0.2768616129573283,1.0,0.1,0.2491754516615955,10.0,1.0
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_41,41,monthly_lag,0.2768616129573283,0.2768616129573283,0.2768616129573283,1.0,0.1,0.2491754516615955,10.0,1.0
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_47,47,monthly_lag,0.2636197308253178,0.2636197308253178,0.2768616129573283,0.9521714766067934,0.1,0.2491754516615955,12.0,2.0
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_48,48,monthly_lag,0.2636197308253178,0.2636197308253178,0.2768616129573283,0.9521714766067934,0.1,0.2491754516615955,12.0,2.0
iq,lag,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_lag_49,49,monthly_lag,0.2636197308253178,0.2636197308253178,0.2768616129573283,0.9521714766067934,0.1,0.2491754516615955,12.0,2.0
iq,rolling_mean,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_6_mean,6,rolling,0.1579408377475723,0.1579408377475723,0.1613744585417006,0.978722650256075,0.15,0.1533057356146156,,
iq,rolling_mean,reanalysis,reanalysis_sat_precip_amt_mm,reanalysis_sat_precip_amt_mm_rolling_7_mean,7,rolling,0.1613744585417006,0.1613744585417006,0.1613744585417006,1.0,0.15,0.1533057356146156,,
iq,raw,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg,0,lag,0.2352176889087021,0.2352176889087021,0.2352176889087021,1.0,0.15,0.223456804463267,,
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_1,1,lag,0.2261139746242972,0.2261139746242972,0.2352176889087021,0.9612966425839752,0.15,0.223456804463267,,
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_43,43,monthly_lag,0.2978452549043608,0.2978452549043608,0.327178489613505,0.9103448556664118,0.1,0.2944606406521545,11.0,3.0
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_44,44,monthly_lag,0.2978452549043608,0.2978452549043608,0.327178489613505,0.9103448556664118,0.1,0.2944606406521545,11.0,3.0
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_45,45,monthly_lag,0.2978452549043608,0.2978452549043608,0.327178489613505,0.9103448556664118,0.1,0.2944606406521545,11.0,3.0
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_47,47,monthly_lag,0.327178489613505,0.327178489613505,0.327178489613505,1.0,0.1,0.2944606406521545,12.0,1.0
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_48,48,monthly_lag,0.327178489613505,0.327178489613505,0.327178489613505,1.0,0.1,0.2944606406521545,12.0,1.0
iq,lag,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_lag_49,49,monthly_lag,0.327178489613505,0.327178489613505,0.327178489613505,1.0,0.1,0.2944606406521545,12.0,1.0
iq,rolling_mean,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_3_mean,3,rolling,0.2567530148566528,0.2567530148566528,0.2585068973007409,0.9932153359836756,0.15,0.2455815524357038,,
iq,rolling_mean,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_4_mean,4,rolling,0.2585068973007409,0.2585068973007409,0.2585068973007409,1.0,0.15,0.2455815524357038,,
iq,rolling_mean,reanalysis,reanalysis_specific_humidity_g_per_kg,reanalysis_specific_humidity_g_per_kg_rolling_6_mean,6,rolling,0.2516259199202265,0.2516259199202265,0.2585068973007409,0.9733818422163444,0.15,0.2455815524357038,,
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_35,35,monthly_lag,-0.3131271797989511,0.3131271797989511,0.3131271797989511,1.0,0.1,0.281814461819056,9.0,1.0
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_36,36,monthly_lag,-0.3131271797989511,0.3131271797989511,0.3131271797989511,1.0,0.1,0.281814461819056,9.0,1.0
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_37,37,monthly_lag,-0.3131271797989511,0.3131271797989511,0.3131271797989511,1.0,0.1,0.281814461819056,9.0,1.0
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_39,39,monthly_lag,-0.2986925484110346,0.2986925484110346,0.3131271797989511,0.9539016977153356,0.1,0.281814461819056,10.0,2.0
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_40,40,monthly_lag,-0.2986925484110346,0.2986925484110346,0.3131271797989511,0.9539016977153356,0.1,0.281814461819056,10.0,2.0
iq,lag,reanalysis,reanalysis_tdtr_k,reanalysis_tdtr_k_lag_41,41,monthly_lag,-0.2986925484110346,0.2986925484110346,0.3131271797989511,0.9539016977153356,0.1,0.281814461819056,10.0,2.0
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_23,23,monthly_lag,-0.3577403712824715,0.3577403712824715,0.3577403712824715,1.0,0.1,0.3219663341542244,6.0,1.0
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_24,24,monthly_lag,-0.3577403712824715,0.3577403712824715,0.3577403712824715,1.0,0.1,0.3219663341542244,6.0,1.0
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_25,25,monthly_lag,-0.3577403712824715,0.3577403712824715,0.3577403712824715,1.0,0.1,0.3219663341542244,6.0,1.0
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_27,27,monthly_lag,-0.3564799771878972,0.3564799771878972,0.3577403712824715,0.9964767910033305,0.1,0.3219663341542244,7.0,2.0
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_28,28,monthly_lag,-0.3564799771878972,0.3564799771878972,0.3577403712824715,0.9964767910033305,0.1,0.3219663341542244,7.0,2.0
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_29,29,monthly_lag,-0.3564799771878972,0.3564799771878972,0.3577403712824715,0.9964767910033305,0.1,0.3219663341542244,7.0,2.0
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_4,4,lag,0.1560293046958386,0.1560293046958386,0.1560293046958386,1.0,0.15,0.15,,
iq,lag,station,station_avg_temp_c,station_avg_temp_c_lag_5,5,lag,0.1535989703693544,0.1535989703693544,0.1560293046958386,0.984423859792096,0.15,0.15,,
iq,rolling_mean,station,station_avg_temp_c,station_avg_temp_c_rolling_10_mean,10,rolling,0.2251520121433191,0.2251520121433191,0.2251520121433191,1.0,0.15,0.2138944115361531,,
iq,rolling_mean,station,station_avg_temp_c,station_avg_temp_c_rolling_11_mean,11,rolling,0.2250513171388934,0.2250513171388934,0.2251520121433191,0.9995527688006556,0.15,0.2138944115361531,,
iq,rolling_mean,station,station_avg_temp_c,station_avg_temp_c_rolling_8_mean,8,rolling,0.2249243332172882,0.2249243332172882,0.2251520121433191,0.9989887768540754,0.15,0.2138944115361531,,
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_27,27,monthly_lag,-0.3189070331729642,0.3189070331729642,0.3189070331729642,1.0,0.1,0.2870163298556678,7.0,1.0
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_28,28,monthly_lag,-0.3189070331729642,0.3189070331729642,0.3189070331729642,1.0,0.1,0.2870163298556678,7.0,1.0
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_29,29,monthly_lag,-0.3189070331729642,0.3189070331729642,0.3189070331729642,1.0,0.1,0.2870163298556678,7.0,1.0
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_31,31,monthly_lag,-0.3065040370393243,0.3065040370393243,0.3189070331729642,0.9611077999433365,0.1,0.2870163298556678,8.0,2.0
iq,lag,station,station_diur_temp_rng_c,station_diur_temp_rng_c_lag_32,32,monthly_lag,-0.3065040370393243,0.3065040370393243,0.3189070331729642,0.9611077999433365,0.1,0.2870163298556678,8.0,2.0
