city,feature_group,feature,lag_weeks,n_pairs,pearson_corr,abs_pearson_corr
iq,precipitation,precipitation_amt_mm,0,520,0.09062770970838817,0.09062770970838817
iq,precipitation,precipitation_amt_mm,1,519,0.0564342660099281,0.0564342660099281
iq,precipitation,precipitation_amt_mm,2,518,0.08981871444631558,0.08981871444631558
iq,precipitation,precipitation_amt_mm,3,517,0.12325231993260492,0.12325231993260492
iq,precipitation,precipitation_amt_mm,4,516,0.0657988595793623,0.0657988595793623
iq,precipitation,precipitation_amt_mm,5,515,0.08828279253448924,0.08828279253448924
iq,precipitation,precipitation_amt_mm,6,514,0.07109525521462007,0.07109525521462007
iq,precipitation,precipitation_amt_mm,7,513,0.00037736529756486365,0.00037736529756486365
iq,precipitation,precipitation_amt_mm,8,512,-0.014114149715980892,0.014114149715980892
iq,precipitation,precipitation_amt_mm,9,511,-0.021040427145190777,0.021040427145190777
iq,precipitation,precipitation_amt_mm,10,510,-0.043080438883450825,0.043080438883450825
iq,precipitation,precipitation_amt_mm,11,509,-0.05778412134497034,0.05778412134497034
iq,precipitation,precipitation_amt_mm,12,508,-0.08592130616171381,0.08592130616171381
iq,precipitation,precipitation_amt_mm,13,507,-0.08537981318099523,0.08537981318099523
iq,precipitation,precipitation_amt_mm,14,506,-0.0724667437784993,0.0724667437784993
iq,reanalysis,reanalysis_air_temp_k,0,520,0.09632697466296965,0.09632697466296965
iq,reanalysis,reanalysis_air_temp_k,1,519,0.10017335331406747,0.10017335331406747
iq,reanalysis,reanalysis_air_temp_k,2,518,0.10242273368314116,0.10242273368314116
iq,reanalysis,reanalysis_air_temp_k,3,517,0.11892579774007331,0.11892579774007331
iq,reanalysis,reanalysis_air_temp_k,4,516,0.1293187575296846,0.1293187575296846
iq,reanalysis,reanalysis_air_temp_k,5,515,0.1474795218792166,0.1474795218792166
iq,reanalysis,reanalysis_air_temp_k,6,514,0.14800968515690943,0.14800968515690943
iq,reanalysis,reanalysis_air_temp_k,7,513,0.15091731762196117,0.15091731762196117
iq,reanalysis,reanalysis_air_temp_k,8,512,0.13273106041436042,0.13273106041436042
iq,reanalysis,reanalysis_air_temp_k,9,511,0.14732135345991454,0.14732135345991454
iq,reanalysis,reanalysis_air_temp_k,10,510,0.13569422113342453,0.13569422113342453
iq,reanalysis,reanalysis_air_temp_k,11,509,0.10397129239707714,0.10397129239707714
iq,reanalysis,reanalysis_air_temp_k,12,508,0.09742120446658951,0.09742120446658951
iq,reanalysis,reanalysis_air_temp_k,13,507,0.07965043688650743,0.07965043688650743
iq,reanalysis,reanalysis_air_temp_k,14,506,0.06807672024236434,0.06807672024236434
iq,reanalysis,reanalysis_avg_temp_k,0,520,0.07951548718910911,0.07951548718910911
iq,reanalysis,reanalysis_avg_temp_k,1,519,0.08174037530505593,0.08174037530505593
iq,reanalysis,reanalysis_avg_temp_k,2,518,0.09025319049524122,0.09025319049524122
iq,reanalysis,reanalysis_avg_temp_k,3,517,0.10640599312034091,0.10640599312034091
iq,reanalysis,reanalysis_avg_temp_k,4,516,0.10305983197892529,0.10305983197892529
iq,reanalysis,reanalysis_avg_temp_k,5,515,0.13698631628581848,0.13698631628581848
iq,reanalysis,reanalysis_avg_temp_k,6,514,0.14267404842077142,0.14267404842077142
iq,reanalysis,reanalysis_avg_temp_k,7,513,0.14485802942836928,0.14485802942836928
iq,reanalysis,reanalysis_avg_temp_k,8,512,0.12625701073405216,0.12625701073405216
iq,reanalysis,reanalysis_avg_temp_k,9,511,0.14879471500736893,0.14879471500736893
iq,reanalysis,reanalysis_avg_temp_k,10,510,0.14994051512335702,0.14994051512335702
iq,reanalysis,reanalysis_avg_temp_k,11,509,0.10852143826561833,0.10852143826561833
iq,reanalysis,reanalysis_avg_temp_k,12,508,0.11188119592960409,0.11188119592960409
iq,reanalysis,reanalysis_avg_temp_k,13,507,0.0984906164937043,0.0984906164937043
iq,reanalysis,reanalysis_avg_temp_k,14,506,0.08813425206576225,0.08813425206576225
iq,reanalysis,reanalysis_dew_point_temp_k,0,520,0.2291831871266377,0.2291831871266377
iq,reanalysis,reanalysis_dew_point_temp_k,1,519,0.22098060092872282,0.22098060092872282
iq,reanalysis,reanalysis_dew_point_temp_k,2,518,0.2149786550684159,0.2149786550684159
iq,reanalysis,reanalysis_dew_point_temp_k,3,517,0.20016558053204248,0.20016558053204248
iq,reanalysis,reanalysis_dew_point_temp_k,4,516,0.1616092091927598,0.1616092091927598
iq,reanalysis,reanalysis_dew_point_temp_k,5,515,0.1777664366914965,0.1777664366914965
iq,reanalysis,reanalysis_dew_point_temp_k,6,514,0.14943333906524578,0.14943333906524578
iq,reanalysis,reanalysis_dew_point_temp_k,7,513,0.13692201707815282,0.13692201707815282
iq,reanalysis,reanalysis_dew_point_temp_k,8,512,0.12128568743940155,0.12128568743940155
iq,reanalysis,reanalysis_dew_point_temp_k,9,511,0.10274171568259025,0.10274171568259025
iq,reanalysis,reanalysis_dew_point_temp_k,10,510,0.0754107247641441,0.0754107247641441
iq,reanalysis,reanalysis_dew_point_temp_k,11,509,0.05716609598575823,0.05716609598575823
iq,reanalysis,reanalysis_dew_point_temp_k,12,508,0.048186780005082135,0.048186780005082135
iq,reanalysis,reanalysis_dew_point_temp_k,13,507,0.0100466784192707,0.0100466784192707
iq,reanalysis,reanalysis_dew_point_temp_k,14,506,-0.031808833285156844,0.031808833285156844
iq,reanalysis,reanalysis_max_air_temp_k,0,520,-0.0541751723626556,0.0541751723626556
iq,reanalysis,reanalysis_max_air_temp_k,1,519,-0.03443778872414817,0.03443778872414817
iq,reanalysis,reanalysis_max_air_temp_k,2,518,-0.029474116823876687,0.029474116823876687
iq,reanalysis,reanalysis_max_air_temp_k,3,517,0.003360336579454373,0.003360336579454373
iq,reanalysis,reanalysis_max_air_temp_k,4,516,0.011802263958299223,0.011802263958299223
iq,reanalysis,reanalysis_max_air_temp_k,5,515,0.06822111692796641,0.06822111692796641
iq,reanalysis,reanalysis_max_air_temp_k,6,514,0.08934519846543344,0.08934519846543344
iq,reanalysis,reanalysis_max_air_temp_k,7,513,0.08687484923968637,0.08687484923968637
iq,reanalysis,reanalysis_max_air_temp_k,8,512,0.0848091539204811,0.0848091539204811
iq,reanalysis,reanalysis_max_air_temp_k,9,511,0.1030856968595393,0.1030856968595393
iq,reanalysis,reanalysis_max_air_temp_k,10,510,0.14450420200941844,0.14450420200941844
iq,reanalysis,reanalysis_max_air_temp_k,11,509,0.1368060011574846,0.1368060011574846
iq,reanalysis,reanalysis_max_air_temp_k,12,508,0.13834779730055105,0.13834779730055105
iq,reanalysis,reanalysis_max_air_temp_k,13,507,0.11912000844117655,0.11912000844117655
iq,reanalysis,reanalysis_max_air_temp_k,14,506,0.14614629582713662,0.14614629582713662
iq,reanalysis,reanalysis_min_air_temp_k,0,520,0.21167882246833372,0.21167882246833372
iq,reanalysis,reanalysis_min_air_temp_k,1,519,0.18887069330711234,0.18887069330711234
iq,reanalysis,reanalysis_min_air_temp_k,2,518,0.20517266044878557,0.20517266044878557
iq,reanalysis,reanalysis_min_air_temp_k,3,517,0.19144434025411244,0.19144434025411244
iq,reanalysis,reanalysis_min_air_temp_k,4,516,0.18416867285617167,0.18416867285617167
iq,reanalysis,reanalysis_min_air_temp_k,5,515,0.19169012017067136,0.19169012017067136
iq,reanalysis,reanalysis_min_air_temp_k,6,514,0.15898802723299277,0.15898802723299277
iq,reanalysis,reanalysis_min_air_temp_k,7,513,0.1473994227482182,0.1473994227482182
iq,reanalysis,reanalysis_min_air_temp_k,8,512,0.14455640111089746,0.14455640111089746
iq,reanalysis,reanalysis_min_air_temp_k,9,511,0.13680567875504646,0.13680567875504646
iq,reanalysis,reanalysis_min_air_temp_k,10,510,0.08603370421662467,0.08603370421662467
iq,reanalysis,reanalysis_min_air_temp_k,11,509,0.04982048221941812,0.04982048221941812
iq,reanalysis,reanalysis_min_air_temp_k,12,508,0.017934055792597565,0.017934055792597565
iq,reanalysis,reanalysis_min_air_temp_k,13,507,-0.00024117752866159215,0.00024117752866159215
iq,reanalysis,reanalysis_min_air_temp_k,14,506,-0.04794358821840259,0.04794358821840259
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,0,520,0.10115047601006932,0.10115047601006932
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,1,519,0.08257504974362499,0.08257504974362499
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,2,518,0.09234880393770903,0.09234880393770903
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,3,517,0.07457911189118314,0.07457911189118314
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,4,516,0.06128244168817382,0.06128244168817382
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,5,515,0.08000143342017553,0.08000143342017553
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,6,514,0.033313975953735406,0.033313975953735406
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,7,513,0.03367634629151982,0.03367634629151982
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,8,512,0.03283669482931226,0.03283669482931226
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,9,511,0.0281345727873987,0.0281345727873987
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,10,510,0.02603272807685573,0.02603272807685573
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,11,509,-0.0019951032641412456,0.0019951032641412456
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,12,508,-0.019004251104891533,0.019004251104891533
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,13,507,-0.031723373750101994,0.031723373750101994
iq,reanalysis,reanalysis_precip_amt_kg_per_m2,14,506,-0.061520983291380935,0.061520983291380935
iq,reanalysis,reanalysis_relative_humidity_percent,0,520,0.1294858220711044,0.1294858220711044
iq,reanalysis,reanalysis_relative_humidity_percent,1,519,0.119708762343665,0.119708762343665
iq,reanalysis,reanalysis_relative_humidity_percent,2,518,0.11348893422035662,0.11348893422035662
iq,reanalysis,reanalysis_relative_humidity_percent,3,517,0.09160727252714851,0.09160727252714851
iq,reanalysis,reanalysis_relative_humidity_percent,4,516,0.05156009786704789,0.05156009786704789
iq,reanalysis,reanalysis_relative_humidity_percent,5,515,0.05199675183690245,0.05199675183690245
iq,reanalysis,reanalysis_relative_humidity_percent,6,514,0.02505123857245089,0.02505123857245089
iq,reanalysis,reanalysis_relative_humidity_percent,7,513,0.012995998445841645,0.012995998445841645
iq,reanalysis,reanalysis_relative_humidity_percent,8,512,0.011940321463784157,0.011940321463784157
iq,reanalysis,reanalysis_relative_humidity_percent,9,511,-0.01625564160997487,0.01625564160997487
iq,reanalysis,reanalysis_relative_humidity_percent,10,510,-0.031853599807264286,0.031853599807264286
iq,reanalysis,reanalysis_relative_humidity_percent,11,509,-0.025472958836298076,0.025472958836298076
iq,reanalysis,reanalysis_relative_humidity_percent,12,508,-0.029117863611493103,0.029117863611493103
iq,reanalysis,reanalysis_relative_humidity_percent,13,507,-0.05046168087211284,0.05046168087211284
iq,reanalysis,reanalysis_relative_humidity_percent,14,506,-0.07750552560738679,0.07750552560738679
iq,reanalysis,reanalysis_sat_precip_amt_mm,0,520,0.09062770970838817,0.09062770970838817
iq,reanalysis,reanalysis_sat_precip_amt_mm,1,519,0.0564342660099281,0.0564342660099281
iq,reanalysis,reanalysis_sat_precip_amt_mm,2,518,0.08981871444631558,0.08981871444631558
iq,reanalysis,reanalysis_sat_precip_amt_mm,3,517,0.12325231993260492,0.12325231993260492
iq,reanalysis,reanalysis_sat_precip_amt_mm,4,516,0.0657988595793623,0.0657988595793623
iq,reanalysis,reanalysis_sat_precip_amt_mm,5,515,0.08828279253448924,0.08828279253448924
iq,reanalysis,reanalysis_sat_precip_amt_mm,6,514,0.07109525521462007,0.07109525521462007
iq,reanalysis,reanalysis_sat_precip_amt_mm,7,513,0.00037736529756486365,0.00037736529756486365
iq,reanalysis,reanalysis_sat_precip_amt_mm,8,512,-0.014114149715980892,0.014114149715980892
iq,reanalysis,reanalysis_sat_precip_amt_mm,9,511,-0.021040427145190777,0.021040427145190777
iq,reanalysis,reanalysis_sat_precip_amt_mm,10,510,-0.043080438883450825,0.043080438883450825
iq,reanalysis,reanalysis_sat_precip_amt_mm,11,509,-0.05778412134497034,0.05778412134497034
iq,reanalysis,reanalysis_sat_precip_amt_mm,12,508,-0.08592130616171381,0.08592130616171381
iq,reanalysis,reanalysis_sat_precip_amt_mm,13,507,-0.08537981318099523,0.08537981318099523
iq,reanalysis,reanalysis_sat_precip_amt_mm,14,506,-0.0724667437784993,0.0724667437784993
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,0,520,0.2352176889087021,0.2352176889087021
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,1,519,0.22611397462429728,0.22611397462429728
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,2,518,0.2205830344758139,0.2205830344758139
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,3,517,0.20612663294602698,0.20612663294602698
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,4,516,0.16606608724147348,0.16606608724147348
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,5,515,0.18325621023983407,0.18325621023983407
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,6,514,0.15491596247719258,0.15491596247719258
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,7,513,0.1417902040180648,0.1417902040180648
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,8,512,0.1253243286208891,0.1253243286208891
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,9,511,0.107909875710766,0.107909875710766
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,10,510,0.08036967029378063,0.08036967029378063
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,11,509,0.06065815974135837,0.06065815974135837
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,12,508,0.05110633349621634,0.05110633349621634
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,13,507,0.010507631128782606,0.010507631128782606
iq,reanalysis,reanalysis_specific_humidity_g_per_kg,14,506,-0.03345817257525623,0.03345817257525623
iq,reanalysis,reanalysis_tdtr_k,0,520,-0.13219088266181492,0.13219088266181492
iq,reanalysis,reanalysis_tdtr_k,1,519,-0.10550243096169065,0.10550243096169065
iq,reanalysis,reanalysis_tdtr_k,2,518,-0.10362801026290007,0.10362801026290007
iq,reanalysis,reanalysis_tdtr_k,3,517,-0.08112662555731004,0.08112662555731004
iq,reanalysis,reanalysis_tdtr_k,4,516,-0.062433606045569016,0.062433606045569016
iq,reanalysis,reanalysis_tdtr_k,5,515,-0.02789272998560343,0.02789272998560343
iq,reanalysis,reanalysis_tdtr_k,6,514,0.024168627467118977,0.024168627467118977
iq,reanalysis,reanalysis_tdtr_k,7,513,0.03155528660620882,0.03155528660620882
iq,reanalysis,reanalysis_tdtr_k,8,512,0.016836212430642813,0.016836212430642813
iq,reanalysis,reanalysis_tdtr_k,9,511,0.04581374595906486,0.04581374595906486
iq,reanalysis,reanalysis_tdtr_k,10,510,0.09642447817232304,0.09642447817232304
iq,reanalysis,reanalysis_tdtr_k,11,509,0.0900240128648615,0.0900240128648615
iq,reanalysis,reanalysis_tdtr_k,12,508,0.09729942989926495,0.09729942989926495
iq,reanalysis,reanalysis_tdtr_k,13,507,0.10884779752908748,0.10884779752908748
iq,reanalysis,reanalysis_tdtr_k,14,506,0.1326956857587299,0.1326956857587299
iq,station,station_avg_temp_c,0,520,0.13398878511168885,0.13398878511168885
iq,station,station_avg_temp_c,1,519,0.14352290165281426,0.14352290165281426
iq,station,station_avg_temp_c,2,518,0.1330281822405608,0.1330281822405608
iq,station,station_avg_temp_c,3,517,0.13420857716413895,0.13420857716413895
iq,station,station_avg_temp_c,4,516,0.15602930469583864,0.15602930469583864
iq,station,station_avg_temp_c,5,515,0.15359897036935447,0.15359897036935447
iq,station,station_avg_temp_c,6,514,0.12193290150774533,0.12193290150774533
iq,station,station_avg_temp_c,7,513,0.1224498789180904,0.1224498789180904
iq,station,station_avg_temp_c,8,512,0.09761897373757517,0.09761897373757517
iq,station,station_avg_temp_c,9,511,0.10982890907320499,0.10982890907320499
iq,station,station_avg_temp_c,10,510,0.0921354032516877,0.0921354032516877
iq,station,station_avg_temp_c,11,509,0.057573391157491195,0.057573391157491195
iq,station,station_avg_temp_c,12,508,0.03681004726110493,0.03681004726110493
iq,station,station_avg_temp_c,13,507,-0.000952041595826064,0.000952041595826064
iq,station,station_avg_temp_c,14,506,-0.03141449569873493,0.03141449569873493
iq,station,station_diur_temp_rng_c,0,520,-0.036134198204686795,0.036134198204686795
iq,station,station_diur_temp_rng_c,1,519,-0.010930745666821343,0.010930745666821343
iq,station,station_diur_temp_rng_c,2,518,-0.03888090104795863,0.03888090104795863
iq,station,station_diur_temp_rng_c,3,517,-0.0002354980865892965,0.0002354980865892965
iq,station,station_diur_temp_rng_c,4,516,0.03710711294566174,0.03710711294566174
iq,station,station_diur_temp_rng_c,5,515,0.06042001202949907,0.06042001202949907
iq,station,station_diur_temp_rng_c,6,514,0.053513436068572194,0.053513436068572194
iq,station,station_diur_temp_rng_c,7,513,0.0668516515359463,0.0668516515359463
iq,station,station_diur_temp_rng_c,8,512,0.08300513040601944,0.08300513040601944
iq,station,station_diur_temp_rng_c,9,511,0.1086274864924164,0.1086274864924164
iq,station,station_diur_temp_rng_c,10,510,0.12107090100067272,0.12107090100067272
iq,station,station_diur_temp_rng_c,11,509,0.08910056895900165,0.08910056895900165
iq,station,station_diur_temp_rng_c,12,508,0.03397889696148264,0.03397889696148264
iq,station,station_diur_temp_rng_c,13,507,-0.011419477921864528,0.011419477921864528
iq,station,station_diur_temp_rng_c,14,506,0.0028407852752121254,0.0028407852752121254
iq,station,station_max_temp_c,0,520,0.07666467136361997,0.07666467136361997
iq,station,station_max_temp_c,1,519,0.08686222390582521,0.08686222390582521
iq,station,station_max_temp_c,2,518,0.09125798310499181,0.09125798310499181
iq,station,station_max_temp_c,3,517,0.13699196378013317,0.13699196378013317
iq,station,station_max_temp_c,4,516,0.12531631166184176,0.12531631166184176
iq,station,station_max_temp_c,5,515,0.13855502975374273,0.13855502975374273
iq,station,station_max_temp_c,6,514,0.15954060724165087,0.15954060724165087
iq,station,station_max_temp_c,7,513,0.13580988900077823,0.13580988900077823
iq,station,station_max_temp_c,8,512,0.1010618137777006,0.1010618137777006
iq,station,station_max_temp_c,9,511,0.09862266852337008,0.09862266852337008
iq,station,station_max_temp_c,10,510,0.09311639328901139,0.09311639328901139
iq,station,station_max_temp_c,11,509,0.04822690363979286,0.04822690363979286
iq,station,station_max_temp_c,12,508,0.019460809016396022,0.019460809016396022
iq,station,station_max_temp_c,13,507,-0.024936311089873868,0.024936311089873868
iq,station,station_max_temp_c,14,506,-0.03984624710291519,0.03984624710291519
iq,station,station_min_temp_c,0,520,0.20681680955730247,0.20681680955730247
iq,station,station_min_temp_c,1,519,0.20852224514190307,0.20852224514190307
iq,station,station_min_temp_c,2,518,0.19371945325151765,0.19371945325151765
iq,station,station_min_temp_c,3,517,0.17723288274062557,0.17723288274062557
iq,station,station_min_temp_c,4,516,0.1483347492506389,0.1483347492506389
iq,station,station_min_temp_c,5,515,0.13079956552110916,0.13079956552110916
iq,station,station_min_temp_c,6,514,0.1176047700349603,0.1176047700349603
iq,station,station_min_temp_c,7,513,0.07532957138183782,0.07532957138183782
iq,station,station_min_temp_c,8,512,0.034779757281000016,0.034779757281000016
iq,station,station_min_temp_c,9,511,0.04425674975803075,0.04425674975803075
iq,station,station_min_temp_c,10,510,-0.021136741475615853,0.021136741475615853
iq,station,station_min_temp_c,11,509,-0.043234370169049324,0.043234370169049324
iq,station,station_min_temp_c,12,508,-0.012645601460912348,0.012645601460912348
iq,station,station_min_temp_c,13,507,-0.004104739824496921,0.004104739824496921
iq,station,station_min_temp_c,14,506,-0.07257554525203172,0.07257554525203172
iq,station,station_precip_mm,0,520,0.04456833676316207,0.04456833676316207
iq,station,station_precip_mm,1,519,0.05448491191180279,0.05448491191180279
iq,station,station_precip_mm,2,518,0.07577055111970873,0.07577055111970873
iq,station,station_precip_mm,3,517,0.12049059117310608,0.12049059117310608
iq,station,station_precip_mm,4,516,0.08334936813377274,0.08334936813377274
iq,station,station_precip_mm,5,515,0.085929140145807,0.085929140145807
iq,station,station_precip_mm,6,514,0.026925452903359647,0.026925452903359647
iq,station,station_precip_mm,7,513,0.008622840814115544,0.008622840814115544
iq,station,station_precip_mm,8,512,0.020916464843630286,0.020916464843630286
iq,station,station_precip_mm,9,511,-0.02651613459140526,0.02651613459140526
iq,station,station_precip_mm,10,510,-0.03300150373916206,0.03300150373916206
iq,station,station_precip_mm,11,509,-0.040398900252960813,0.040398900252960813
iq,station,station_precip_mm,12,508,-0.026853437508416,0.026853437508416
iq,station,station_precip_mm,13,507,-0.0037666642955739636,0.0037666642955739636
iq,station,station_precip_mm,14,506,-0.0239779925213259,0.0239779925213259
sj,ndvi,ndvi_ne,0,936,0.0859184480966163,0.0859184480966163
sj,ndvi,ndvi_ne,1,935,0.08140851098378053,0.08140851098378053
sj,ndvi,ndvi_ne,2,934,0.07425391710276212,0.07425391710276212
sj,ndvi,ndvi_ne,3,933,0.0662781785916362,0.0662781785916362
sj,ndvi,ndvi_ne,4,932,0.06317621886637403,0.06317621886637403
sj,ndvi,ndvi_ne,5,931,0.057875952900015966,0.057875952900015966
sj,ndvi,ndvi_ne,6,930,0.0499016359331286,0.0499016359331286
sj,ndvi,ndvi_ne,7,929,0.05367774382739989,0.05367774382739989
sj,ndvi,ndvi_ne,8,928,0.060688095861046586,0.060688095861046586
sj,ndvi,ndvi_ne,9,927,0.0582704097229224,0.0582704097229224
sj,ndvi,ndvi_ne,10,926,0.05676303500106121,0.05676303500106121
sj,ndvi,ndvi_ne,11,925,0.057587153606327095,0.057587153606327095
sj,ndvi,ndvi_ne,12,924,0.053093103434307114,0.053093103434307114
sj,ndvi,ndvi_ne,13,923,0.05842697901763067,0.05842697901763067
sj,ndvi,ndvi_ne,14,922,0.060675877666318705,0.060675877666318705
sj,ndvi,ndvi_nw,0,936,0.047402660602263495,0.047402660602263495
sj,ndvi,ndvi_nw,1,935,0.05135407067491524,0.05135407067491524
sj,ndvi,ndvi_nw,2,934,0.04888592976529362,0.04888592976529362
sj,ndvi,ndvi_nw,3,933,0.0537032249946755,0.0537032249946755
sj,ndvi,ndvi_nw,4,932,0.05683423179140531,0.05683423179140531
sj,ndvi,ndvi_nw,5,931,0.06316993892266988,0.06316993892266988
sj,ndvi,ndvi_nw,6,930,0.06911003897267662,0.06911003897267662
sj,ndvi,ndvi_nw,7,929,0.07480173563885072,0.07480173563885072
sj,ndvi,ndvi_nw,8,928,0.08607839140063074,0.08607839140063074
sj,ndvi,ndvi_nw,9,927,0.09747315688879059,0.09747315688879059
sj,ndvi,ndvi_nw,10,926,0.10669813301148641,0.10669813301148641
sj,ndvi,ndvi_nw,11,925,0.10854489886558367,0.10854489886558367
sj,ndvi,ndvi_nw,12,924,0.10510820769361563,0.10510820769361563
sj,ndvi,ndvi_nw,13,923,0.10125341108722874,0.10125341108722874
sj,ndvi,ndvi_nw,14,922,0.09287318388156099,0.09287318388156099
